event_activity_id,hcp_id,event_id,campaign_id,drug_id,event_name,event_type,event_activity_type,activity_timestamp,registration_status,attendance_status,attendance_duration_minutes,questions_asked,poll_responses,device_type,source_system
EVTACT00011828,HCP1824,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,56,0,2,Desktop,Event_Platform
EVTACT00009112,HCP1413,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,75,0,3,Desktop,Event_Platform
EVTACT00010068,HCP1565,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,44,0,0,Tablet,Event_Platform
EVTACT00009148,HCP1418,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,78,0,0,Mobile,Event_Platform
EVTACT00009950,HCP1547,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,74,3,0,Mobile,Event_Platform
EVTACT00009284,HCP1442,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,70,0,0,Tablet,Event_Platform
EVTACT00008974,HCP1393,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,56,0,0,Tablet,Event_Platform
EVTACT00000723,HCP0125,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,51,0,0,Mobile,Event_Platform
EVTACT00009798,HCP1525,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,45,0,2,Tablet,Event_Platform
EVTACT00006956,HCP1081,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,46,0,1,Tablet,Event_Platform
EVTACT00002281,HCP0367,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,65,1,0,Mobile,Event_Platform
EVTACT00011713,HCP1808,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,45,0,0,Desktop,Event_Platform
EVTACT00005720,HCP0890,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,34,0,0,Mobile,Event_Platform
EVTACT00004345,HCP0685,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,78,0,0,Desktop,Event_Platform
EVTACT00002824,HCP0448,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,34,0,0,Tablet,Event_Platform
EVTACT00008759,HCP1359,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,70,3,4,Desktop,Event_Platform
EVTACT00011823,HCP1823,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,78,0,0,Tablet,Event_Platform
EVTACT00012901,HCP1986,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 09:20:41.379310,Registered,Attended,44,0,0,Mobile,Event_Platform
EVTACT00007375,HCP1150,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,50,0,0,Mobile,Event_Platform
EVTACT00008959,HCP1391,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,76,0,0,Desktop,Event_Platform
EVTACT00001885,HCP0307,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,68,0,2,Desktop,Event_Platform
EVTACT00005914,HCP0919,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,42,0,0,Tablet,Event_Platform
EVTACT00007427,HCP1158,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,41,0,0,Mobile,Event_Platform
EVTACT00008772,HCP1361,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,66,0,0,Desktop,Event_Platform
EVTACT00012565,HCP1931,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,71,0,4,Desktop,Event_Platform
EVTACT00004578,HCP0721,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,37,0,0,Mobile,Event_Platform
EVTACT00008872,HCP1377,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,67,0,4,Mobile,Event_Platform
EVTACT00000563,HCP0097,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,62,1,4,Mobile,Event_Platform
EVTACT00000849,HCP0146,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,70,0,0,Mobile,Event_Platform
EVTACT00001570,HCP0262,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,47,0,2,Desktop,Event_Platform
EVTACT00005408,HCP0846,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,69,0,4,Tablet,Event_Platform
EVTACT00005470,HCP0853,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,75,0,2,Mobile,Event_Platform
EVTACT00000361,HCP0063,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,36,2,0,Tablet,Event_Platform
EVTACT00003579,HCP0565,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,80,0,4,Tablet,Event_Platform
EVTACT00004220,HCP0665,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,69,0,3,Desktop,Event_Platform
EVTACT00012469,HCP1916,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,70,0,0,Tablet,Event_Platform
EVTACT00000287,HCP0053,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,64,0,1,Tablet,Event_Platform
EVTACT00002260,HCP0364,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,57,0,0,Desktop,Event_Platform
EVTACT00012041,HCP1854,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,60,2,0,Mobile,Event_Platform
EVTACT00009690,HCP1509,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,64,0,0,Tablet,Event_Platform
EVTACT00004146,HCP0651,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,74,1,4,Tablet,Event_Platform
EVTACT00012446,HCP1913,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 10:20:41.379310,Registered,Attended,43,3,0,Desktop,Event_Platform
EVTACT00008735,HCP1356,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,39,0,0,Desktop,Event_Platform
EVTACT00001374,HCP0233,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,70,3,2,Tablet,Event_Platform
EVTACT00003408,HCP0540,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,61,3,0,Mobile,Event_Platform
EVTACT00006824,HCP1059,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,51,1,1,Desktop,Event_Platform
EVTACT00008825,HCP1367,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,41,0,1,Mobile,Event_Platform
EVTACT00008175,HCP1271,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,67,2,0,Tablet,Event_Platform
EVTACT00012210,HCP1879,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,79,0,3,Tablet,Event_Platform
EVTACT00005044,HCP0801,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,70,0,0,Tablet,Event_Platform
EVTACT00009909,HCP1539,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,67,0,3,Tablet,Event_Platform
EVTACT00011890,HCP1832,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,44,0,1,Desktop,Event_Platform
EVTACT00012299,HCP1894,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,77,0,0,Tablet,Event_Platform
EVTACT00010837,HCP1678,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,77,0,0,Tablet,Event_Platform
EVTACT00001913,HCP0311,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,71,3,0,Desktop,Event_Platform
EVTACT00007405,HCP1154,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,64,0,4,Tablet,Event_Platform
EVTACT00001567,HCP0261,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,52,0,0,Tablet,Event_Platform
EVTACT00005202,HCP0823,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,44,0,1,Desktop,Event_Platform
EVTACT00003320,HCP0530,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,50,0,2,Mobile,Event_Platform
EVTACT00006165,HCP0960,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,60,2,0,Mobile,Event_Platform
EVTACT00003864,HCP0605,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,72,1,2,Tablet,Event_Platform
EVTACT00006452,HCP1003,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,45,0,1,Tablet,Event_Platform
EVTACT00012600,HCP1935,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,65,0,0,Mobile,Event_Platform
EVTACT00012609,HCP1937,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,47,0,0,Mobile,Event_Platform
EVTACT00010722,HCP1662,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,58,0,0,Tablet,Event_Platform
EVTACT00010382,HCP1610,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,49,0,1,Tablet,Event_Platform
EVTACT00010795,HCP1672,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,47,0,0,Tablet,Event_Platform
EVTACT00006663,HCP1037,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,62,0,4,Desktop,Event_Platform
EVTACT00004169,HCP0656,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 11:20:41.379310,Registered,Attended,57,0,2,Mobile,Event_Platform
EVTACT00009988,HCP1551,EVENT0016,CAMP0001,DRUG001,CardioZen Medical Education 16,Medical Education,registration,2026-04-25 11:39:18.620689,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00012310,HCP1896,EVENT0016,CAMP0001,DRUG001,CardioZen Medical Education 16,Medical Education,registration,2026-04-25 11:39:18.620689,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00001320,HCP0225,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,72,2,1,Desktop,Event_Platform
EVTACT00003264,HCP0524,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,71,0,0,Mobile,Event_Platform
EVTACT00012395,HCP1905,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,73,0,0,Desktop,Event_Platform
EVTACT00005551,HCP0865,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,48,1,0,Tablet,Event_Platform
EVTACT00003240,HCP0520,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,78,0,4,Mobile,Event_Platform
EVTACT00008434,HCP1308,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,71,0,0,Desktop,Event_Platform
EVTACT00000661,HCP0113,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,57,1,3,Tablet,Event_Platform
EVTACT00006209,HCP0968,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,55,3,0,Desktop,Event_Platform
EVTACT00006922,HCP1076,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,79,0,0,Desktop,Event_Platform
EVTACT00007507,HCP1168,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,43,0,0,Tablet,Event_Platform
EVTACT00001866,HCP0304,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,76,1,0,Mobile,Event_Platform
EVTACT00003229,HCP0517,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,67,0,0,Tablet,Event_Platform
EVTACT00005646,HCP0878,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,74,0,0,Tablet,Event_Platform
EVTACT00005814,HCP0903,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,62,0,0,Tablet,Event_Platform
EVTACT00002164,HCP0347,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,67,0,1,Desktop,Event_Platform
EVTACT00011752,HCP1813,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,67,0,3,Desktop,Event_Platform
EVTACT00009561,HCP1486,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,41,0,4,Mobile,Event_Platform
EVTACT00000227,HCP0041,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,69,3,0,Mobile,Event_Platform
EVTACT00001354,HCP0230,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 12:20:41.379310,Registered,Attended,51,0,0,Tablet,Event_Platform
EVTACT00007991,HCP1239,EVENT0016,CAMP0001,DRUG001,CardioZen Medical Education 16,Medical Education,registration,2026-04-25 12:39:18.620689,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00005927,HCP0921,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,79,0,0,Desktop,Event_Platform
EVTACT00009066,HCP1406,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,51,1,0,Mobile,Event_Platform
EVTACT00007052,HCP1095,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,58,2,0,Desktop,Event_Platform
EVTACT00012682,HCP1948,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,68,3,0,Tablet,Event_Platform
EVTACT00006835,HCP1061,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,54,0,0,Mobile,Event_Platform
EVTACT00006657,HCP1036,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,72,2,4,Mobile,Event_Platform
EVTACT00003918,HCP0611,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,43,3,0,Mobile,Event_Platform
EVTACT00005369,HCP0842,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,53,1,2,Mobile,Event_Platform
EVTACT00009742,HCP1516,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,49,0,1,Tablet,Event_Platform
EVTACT00010556,HCP1637,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,73,0,2,Tablet,Event_Platform
EVTACT00012843,HCP1976,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,57,0,0,Tablet,Event_Platform
EVTACT00012195,HCP1876,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,57,0,2,Mobile,Event_Platform
EVTACT00010546,HCP1635,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,49,0,0,Desktop,Event_Platform
EVTACT00002761,HCP0440,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,55,1,0,Mobile,Event_Platform
EVTACT00004513,HCP0711,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,58,0,0,Tablet,Event_Platform
EVTACT00001130,HCP0196,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,43,0,0,Tablet,Event_Platform
EVTACT00005105,HCP0810,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,49,1,0,Mobile,Event_Platform
EVTACT00007086,HCP1099,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,33,0,0,Tablet,Event_Platform
EVTACT00006229,HCP0970,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,76,0,3,Mobile,Event_Platform
EVTACT00007457,HCP1162,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,38,0,0,Tablet,Event_Platform
EVTACT00008504,HCP1321,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,58,2,0,Desktop,Event_Platform
EVTACT00000442,HCP0077,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,75,1,4,Mobile,Event_Platform
EVTACT00006434,HCP1000,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,76,2,0,Tablet,Event_Platform
EVTACT00003193,HCP0513,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,72,3,0,Tablet,Event_Platform
EVTACT00006065,HCP0944,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,58,0,0,Tablet,Event_Platform
EVTACT00003222,HCP0516,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,78,0,2,Mobile,Event_Platform
EVTACT00012107,HCP1863,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,62,0,0,Tablet,Event_Platform
EVTACT00009470,HCP1470,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,72,0,0,Desktop,Event_Platform
EVTACT00005672,HCP0883,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,35,0,4,Tablet,Event_Platform
EVTACT00005598,HCP0872,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 13:20:41.379310,Registered,Attended,72,0,0,Desktop,Event_Platform
EVTACT00005089,HCP0807,EVENT0016,CAMP0001,DRUG001,CardioZen Medical Education 16,Medical Education,registration,2026-04-25 13:39:18.620689,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00010645,HCP1652,EVENT0016,CAMP0001,DRUG001,CardioZen Medical Education 16,Medical Education,registration,2026-04-25 13:39:18.620689,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00008039,HCP1246,EVENT0016,CAMP0001,DRUG001,CardioZen Medical Education 16,Medical Education,registration,2026-04-25 13:39:18.620689,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00012474,HCP1917,EVENT0017,CAMP0012,DRUG004,GlucoBalance Webinar 17,Webinar,registration,2026-04-25 13:57:55.862068,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00012461,HCP1914,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,47,1,2,Mobile,Event_Platform
EVTACT00002689,HCP0430,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,50,1,2,Tablet,Event_Platform
EVTACT00001632,HCP0270,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,55,3,1,Tablet,Event_Platform
EVTACT00010297,HCP1597,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,46,3,0,Mobile,Event_Platform
EVTACT00011076,HCP1714,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,54,3,2,Tablet,Event_Platform
EVTACT00012493,HCP1921,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,48,3,0,Desktop,Event_Platform
EVTACT00010958,HCP1697,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,75,3,2,Desktop,Event_Platform
EVTACT00000503,HCP0088,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,66,1,0,Tablet,Event_Platform
EVTACT00009623,HCP1496,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,53,1,2,Desktop,Event_Platform
EVTACT00010618,HCP1648,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,76,0,1,Tablet,Event_Platform
EVTACT00000894,HCP0153,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,55,0,1,Mobile,Event_Platform
EVTACT00009401,HCP1460,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,62,1,2,Desktop,Event_Platform
EVTACT00004318,HCP0681,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,67,0,0,Mobile,Event_Platform
EVTACT00003278,HCP0526,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,52,0,3,Tablet,Event_Platform
EVTACT00002112,HCP0339,EVENT0015,CAMP0023,DRUG008,RenalGuard Webinar 15,Webinar,attendance,2026-04-25 14:20:41.379310,Registered,Attended,36,3,3,Desktop,Event_Platform
