hcp_id,total_event_activities,event_registrations,event_attendance,event_attendance_rate,avg_event_attendance_duration,max_event_attendance_duration,event_questions,event_polls,last_event_activity,last_event_engagement,days_since_last_event_engagement,days_since_last_event_activity
HCP1506,11,6,5,0.8333,58.0,89.0,1.0,13.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP1507,9,5,4,0.8000,60.75,96.0,0.0,4.0,2026-07-27T02:22:45.517Z,2026-07-27T02:22:45.517Z,20,20
HCP1508,4,3,1,0.3333,93.0,93.0,1.0,0.0,2026-05-29T05:53:47.586Z,2026-02-06T01:55:51.724Z,191,79
HCP1512,2,2,0,0.0000,0.0,0.0,0.0,0.0,2026-04-04T05:02:04.137Z,null,null,134
HCP1521,5,3,2,0.6667,54.0,57.0,0.0,0.0,2026-08-03T06:41:22.758Z,2026-08-03T06:41:22.758Z,13,13
HCP1524,3,2,1,0.5000,41.0,41.0,0.0,0.0,2026-05-28T03:53:47.586Z,2026-03-13T13:28:57.931Z,156,80
HCP1555,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-07-19T07:41:22.758Z,null,null,28
HCP1571,6,4,2,0.5000,43.0,64.0,0.0,0.0,2026-06-14T10:31:02.068Z,2026-06-14T10:31:02.068Z,63,63
HCP1576,10,5,5,1.0000,68.4,108.0,4.0,7.0,2026-07-20T01:04:08.275Z,2026-07-20T01:04:08.275Z,27,27
HCP1585,9,5,4,0.8000,41.25,55.0,0.0,7.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP1586,5,3,2,0.6667,60.5,81.0,4.0,0.0,2026-05-31T05:53:47.586Z,2026-05-31T05:53:47.586Z,77,77
HCP1592,7,5,2,0.4000,76.0,77.0,3.0,5.0,2026-07-05T19:26:53.793Z,2026-07-05T19:26:53.793Z,42,42
HCP1694,4,3,1,0.3333,95.0,95.0,0.0,4.0,2026-07-05T23:26:53.793Z,2026-07-05T23:26:53.793Z,42,42
HCP1701,10,5,5,1.0000,55.2,107.0,10.0,14.0,2026-08-03T10:41:22.758Z,2026-08-03T10:41:22.758Z,13,13
HCP1751,3,2,1,0.5000,35.0,35.0,0.0,4.0,2026-05-12T21:16:33.103Z,2026-04-11T01:43:26.896Z,127,96
HCP1758,3,2,1,0.5000,49.0,49.0,3.0,0.0,2026-02-20T06:33:06.206Z,2026-02-20T06:33:06.206Z,177,177
HCP1769,11,6,5,0.8333,56.8,74.0,3.0,0.0,2026-08-10T16:00:00.000Z,2026-08-10T16:00:00.000Z,6,6
HCP1778,10,5,5,1.0000,62.8,107.0,6.0,4.0,2026-08-03T07:41:22.758Z,2026-08-03T07:41:22.758Z,13,13
HCP1791,4,2,2,1.0000,66.5,70.0,3.0,1.0,2026-08-03T09:41:22.758Z,2026-08-03T09:41:22.758Z,13,13
HCP1796,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-02-20T16:10:20.689Z,null,null,177
HCP1805,4,2,2,1.0000,65.5,81.0,0.0,3.0,2026-06-28T18:08:16.551Z,2026-06-28T18:08:16.551Z,49,49
HCP1818,4,3,1,0.3333,55.0,55.0,1.0,0.0,2026-04-11T04:43:26.896Z,2026-04-11T04:43:26.896Z,127,127
HCP1855,6,3,3,1.0000,54.67,73.0,4.0,2.0,2026-05-31T02:53:47.586Z,2026-05-31T02:53:47.586Z,77,77
HCP1858,3,2,1,0.5000,50.0,50.0,0.0,4.0,2026-05-09T21:16:33.103Z,2026-03-20T16:47:35.172Z,149,99
HCP1860,8,4,4,1.0000,66.25,94.0,2.0,5.0,2026-08-03T11:41:22.758Z,2026-08-03T11:41:22.758Z,13,13
HCP1888,5,3,2,0.6667,44.0,51.0,2.0,0.0,2026-06-21T16:49:39.310Z,2026-06-21T16:49:39.310Z,56,56
HCP1928,2,1,1,1.0000,65.0,65.0,0.0,0.0,2026-06-07T06:12:24.827Z,2026-06-07T06:12:24.827Z,70,70
HCP1940,8,5,3,0.6000,36.0,44.0,6.0,0.0,2026-07-13T02:45:31.034Z,2026-07-13T02:45:31.034Z,34,34
HCP1948,14,7,7,1.0000,53.43,85.0,5.0,7.0,2026-08-10T16:00:00.000Z,2026-08-10T16:00:00.000Z,6,6
HCP1949,2,1,1,1.0000,36.0,36.0,0.0,4.0,2026-02-20T07:33:06.206Z,2026-02-20T07:33:06.206Z,177,177
HCP1956,5,3,2,0.6667,73.0,109.0,1.0,1.0,2026-07-20T06:04:08.275Z,2026-07-20T06:04:08.275Z,27,27
HCP1959,2,1,1,1.0000,79.0,79.0,0.0,3.0,2026-05-23T22:35:10.344Z,2026-05-23T22:35:10.344Z,85,85
HCP1971,8,5,3,0.6000,24.67,28.0,0.0,1.0,2026-07-13T01:45:31.034Z,2026-07-13T01:45:31.034Z,34,34
HCP1995,6,3,3,1.0000,43.67,71.0,0.0,1.0,2026-07-27T03:22:45.517Z,2026-07-27T03:22:45.517Z,20,20
HCP0013,5,3,2,0.6667,44.5,49.0,0.0,1.0,2026-07-15T08:41:22.758Z,2026-06-28T15:08:16.551Z,49,32
HCP0045,6,3,3,1.0000,52.67,82.0,0.0,4.0,2026-08-03T07:41:22.758Z,2026-08-03T07:41:22.758Z,13,13
HCP0083,5,4,1,0.2500,44.0,44.0,1.0,0.0,2026-03-28T00:24:49.655Z,2026-01-22T17:18:37.241Z,206,141
HCP0129,4,2,2,1.0000,34.5,41.0,1.0,0.0,2026-05-16T18:16:33.103Z,2026-05-16T18:16:33.103Z,92,92
HCP0133,2,1,1,1.0000,60.0,60.0,0.0,0.0,2026-02-05T22:55:51.724Z,2026-02-05T22:55:51.724Z,192,192
HCP0134,7,4,3,0.7500,37.67,47.0,3.0,0.0,2026-06-14T10:31:02.068Z,2026-06-14T10:31:02.068Z,63,63
HCP0163,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-03-18T15:47:35.172Z,null,null,151
HCP0170,4,2,2,1.0000,66.0,88.0,0.0,3.0,2026-05-31T05:53:47.586Z,2026-05-31T05:53:47.586Z,77,77
HCP0179,4,2,2,1.0000,47.5,51.0,0.0,4.0,2026-07-05T23:26:53.793Z,2026-07-05T23:26:53.793Z,42,42
HCP0241,8,5,3,0.6000,61.33,96.0,2.0,0.0,2026-07-04T01:04:08.275Z,2026-05-23T21:35:10.344Z,85,43
HCP0242,11,6,5,0.8333,55.8,95.0,1.0,7.0,2026-08-03T09:41:22.758Z,2026-08-03T09:41:22.758Z,13,13
HCP0264,8,4,4,1.0000,40.0,64.0,8.0,8.0,2026-06-14T07:31:02.068Z,2026-06-14T07:31:02.068Z,63,63
HCP0268,7,5,2,0.4000,64.5,96.0,0.0,2.0,2026-06-23T12:08:16.551Z,2026-05-24T00:35:10.344Z,84,54
HCP0293,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-06-18T17:49:39.310Z,null,null,59
HCP0358,7,4,3,0.7500,66.0,104.0,0.0,3.0,2026-08-03T11:41:22.758Z,2026-08-03T11:41:22.758Z,13,13
HCP0420,8,4,4,1.0000,60.75,72.0,9.0,2.0,2026-07-20T01:04:08.275Z,2026-07-20T01:04:08.275Z,27,27
HCP0431,13,8,5,0.6250,47.0,59.0,0.0,6.0,2026-08-02T18:00:00.000Z,2026-06-28T13:08:16.551Z,49,14
HCP0437,6,3,3,1.0000,36.0,44.0,1.0,0.0,2026-07-13T02:45:31.034Z,2026-07-13T02:45:31.034Z,34,34
HCP0441,11,6,5,0.8333,52.8,106.0,3.0,2.0,2026-07-20T00:04:08.275Z,2026-07-20T00:04:08.275Z,27,27
HCP0464,12,7,5,0.7143,42.4,72.0,0.0,6.0,2026-05-09T17:57:55.862Z,2026-05-09T17:57:55.862Z,99,99
HCP0486,9,5,4,0.8000,57.25,72.0,4.0,9.0,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,6,6
HCP0488,11,6,5,0.8333,53.0,81.0,3.0,1.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP0501,4,3,1,0.3333,55.0,55.0,0.0,0.0,2026-06-30T23:26:53.793Z,2026-04-11T07:43:26.896Z,127,47
HCP0508,7,4,3,0.7500,40.0,48.0,0.0,2.0,2026-06-30T19:26:53.793Z,2026-06-21T16:49:39.310Z,56,47
HCP0513,8,5,3,0.6000,49.33,72.0,3.0,4.0,2026-07-05T22:26:53.793Z,2026-07-05T22:26:53.793Z,42,42
HCP0522,5,3,2,0.6667,44.5,52.0,5.0,4.0,2026-06-28T20:08:16.551Z,2026-06-28T20:08:16.551Z,49,49
HCP0542,2,2,0,0.0000,0.0,0.0,0.0,0.0,2026-07-24T09:00:00.000Z,null,null,23
HCP0590,7,5,2,0.4000,57.0,87.0,1.0,4.0,2026-07-02T01:04:08.275Z,2026-06-07T08:12:24.827Z,70,45
HCP0612,7,4,3,0.7500,60.33,80.0,0.0,3.0,2026-05-28T07:12:24.827Z,2026-03-20T21:47:35.172Z,149,80
HCP0619,7,5,2,0.4000,52.5,53.0,3.0,2.0,2026-07-28T07:41:22.758Z,2026-04-18T05:02:04.137Z,120,19
HCP0629,7,4,3,0.7500,54.33,68.0,3.0,4.0,2026-05-31T01:53:47.586Z,2026-05-31T01:53:47.586Z,77,77
HCP0650,5,3,2,0.6667,65.5,76.0,3.0,2.0,2026-07-27T02:22:45.517Z,2026-07-27T02:22:45.517Z,20,20
HCP0651,7,4,3,0.7500,72.33,111.0,4.0,4.0,2026-08-03T12:41:22.758Z,2026-08-03T12:41:22.758Z,13,13
HCP0652,2,1,1,1.0000,23.0,23.0,0.0,0.0,2026-02-20T02:33:06.206Z,2026-02-20T02:33:06.206Z,177,177
HCP0662,10,6,4,0.6667,41.75,50.0,6.0,4.0,2026-06-28T18:08:16.551Z,2026-06-28T18:08:16.551Z,49,49
HCP0673,4,3,1,0.3333,52.0,52.0,0.0,1.0,2026-07-12T04:45:31.034Z,2026-03-06T15:10:20.689Z,163,35
HCP0686,8,4,4,1.0000,43.25,48.0,2.0,7.0,2026-05-09T13:57:55.862Z,2026-05-09T13:57:55.862Z,99,99
HCP0706,8,6,2,0.3333,75.0,116.0,3.0,4.0,2026-08-03T06:41:22.758Z,2026-08-03T06:41:22.758Z,13,13
HCP0707,7,4,3,0.7500,47.33,53.0,3.0,1.0,2026-06-21T13:49:39.310Z,2026-06-21T13:49:39.310Z,56,56
HCP0717,10,5,5,1.0000,58.8,97.0,1.0,10.0,2026-08-10T14:00:00.000Z,2026-08-10T14:00:00.000Z,6,6
HCP0730,12,8,4,0.5000,44.25,82.0,0.0,2.0,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,6,6
HCP0744,4,2,2,1.0000,36.5,38.0,0.0,2.0,2026-05-02T11:39:18.620Z,2026-05-02T11:39:18.620Z,106,106
HCP0753,8,5,3,0.6000,44.33,53.0,0.0,2.0,2026-07-26T07:22:45.517Z,2026-02-27T06:51:43.448Z,170,21
HCP0758,7,4,3,0.7500,44.33,71.0,0.0,7.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP0779,5,3,2,0.6667,65.5,97.0,0.0,2.0,2026-07-20T05:04:08.275Z,2026-07-20T05:04:08.275Z,27,27
HCP0794,5,3,2,0.6667,31.5,32.0,0.0,0.0,2026-04-16T10:20:41.379Z,2026-02-20T04:33:06.206Z,177,122
HCP0811,7,4,3,0.7500,45.33,78.0,6.0,0.0,2026-06-28T17:08:16.551Z,2026-06-28T17:08:16.551Z,49,49
HCP0821,2,1,1,1.0000,77.0,77.0,2.0,4.0,2026-08-03T11:41:22.758Z,2026-08-03T11:41:22.758Z,13,13
HCP0834,9,5,4,0.8000,46.5,79.0,3.0,7.0,2026-05-31T03:53:47.586Z,2026-05-31T03:53:47.586Z,77,77
HCP0836,3,2,1,0.5000,64.0,64.0,2.0,1.0,2026-07-03T18:45:31.034Z,2026-05-09T20:57:55.862Z,99,44
HCP0851,12,6,6,1.0000,39.0,76.0,5.0,4.0,2026-07-27T03:22:45.517Z,2026-07-27T03:22:45.517Z,20,20
HCP0854,9,5,4,0.8000,45.75,56.0,4.0,3.0,2026-07-07T19:45:31.034Z,2026-04-18T06:02:04.137Z,120,40
HCP0870,5,3,2,0.6667,48.5,49.0,0.0,0.0,2026-06-07T07:12:24.827Z,2026-06-07T07:12:24.827Z,70,70
HCP0873,10,6,4,0.6667,77.75,89.0,6.0,7.0,2026-07-05T16:26:53.793Z,2026-07-05T16:26:53.793Z,42,42
HCP0898,10,6,4,0.6667,51.0,62.0,0.0,6.0,2026-07-20T06:04:08.275Z,2026-07-20T06:04:08.275Z,27,27
HCP0925,6,3,3,1.0000,50.67,60.0,6.0,4.0,2026-04-18T10:02:04.137Z,2026-04-18T10:02:04.137Z,120,120
HCP0945,7,4,3,0.7500,45.33,54.0,2.0,4.0,2026-05-16T03:35:10.344Z,2026-04-11T05:43:26.896Z,127,92
HCP0954,4,2,2,1.0000,40.5,49.0,1.0,5.0,2026-06-14T13:31:02.068Z,2026-06-14T13:31:02.068Z,63,63
HCP0956,2,1,1,1.0000,114.0,114.0,0.0,0.0,2026-08-03T09:41:22.758Z,2026-08-03T09:41:22.758Z,13,13
HCP0963,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-01-08T16:18:37.241Z,null,null,220
HCP0997,2,1,1,1.0000,54.0,54.0,0.0,2.0,2026-07-05T20:26:53.793Z,2026-07-05T20:26:53.793Z,42,42
HCP1052,4,2,2,1.0000,56.0,68.0,0.0,1.0,2026-06-21T16:49:39.310Z,2026-06-21T16:49:39.310Z,56,56
HCP1054,4,2,2,1.0000,43.5,66.0,4.0,0.0,2026-07-13T01:45:31.034Z,2026-07-13T01:45:31.034Z,34,34
HCP1055,7,5,2,0.4000,60.0,62.0,2.0,3.0,2026-07-28T15:00:00.000Z,2026-07-05T18:26:53.793Z,42,19
HCP1063,4,2,2,1.0000,78.5,81.0,3.0,3.0,2026-07-05T21:26:53.793Z,2026-07-05T21:26:53.793Z,42,42
HCP1064,4,3,1,0.3333,44.0,44.0,3.0,0.0,2026-06-25T19:45:31.034Z,2026-01-22T17:18:37.241Z,206,52
HCP1088,12,6,6,1.0000,59.0,92.0,0.0,11.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP1102,8,5,3,0.6000,29.67,39.0,0.0,1.0,2026-07-22T12:41:22.758Z,2026-07-13T00:45:31.034Z,34,25
HCP1115,8,4,4,1.0000,43.75,59.0,0.0,0.0,2026-08-10T16:00:00.000Z,2026-08-10T16:00:00.000Z,6,6
HCP1120,2,2,0,0.0000,0.0,0.0,0.0,0.0,2026-04-15T04:02:04.137Z,null,null,123
HCP1154,11,6,5,0.8333,43.8,64.0,2.0,4.0,2026-07-27T03:22:45.517Z,2026-07-27T03:22:45.517Z,20,20
HCP1173,7,4,3,0.7500,40.0,51.0,6.0,2.0,2026-07-05T23:26:53.793Z,2026-07-05T23:26:53.793Z,42,42
HCP1203,6,4,2,0.5000,62.0,63.0,0.0,4.0,2026-05-11T21:16:33.103Z,2026-05-09T19:57:55.862Z,99,97
HCP1240,14,7,7,1.0000,51.14,91.0,1.0,3.0,2026-07-05T23:26:53.793Z,2026-07-05T23:26:53.793Z,42,42
HCP1245,11,7,4,0.5714,57.0,82.0,4.0,5.0,2026-07-24T14:00:00.000Z,2026-07-20T03:04:08.275Z,27,23
HCP1287,8,4,4,1.0000,41.0,55.0,5.0,6.0,2026-08-10T12:00:00.000Z,2026-08-10T12:00:00.000Z,6,6
HCP1290,8,5,3,0.6000,31.33,42.0,3.0,1.0,2026-07-03T04:45:31.034Z,2026-05-16T19:16:33.103Z,92,44
HCP1297,6,3,3,1.0000,62.0,81.0,3.0,4.0,2026-07-05T23:26:53.793Z,2026-07-05T23:26:53.793Z,42,42
HCP1303,9,5,4,0.8000,65.25,80.0,6.0,1.0,2026-07-26T05:41:22.758Z,2026-05-23T20:35:10.344Z,85,21
HCP1305,7,4,3,0.7500,56.67,81.0,0.0,2.0,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,6,6
HCP1352,7,4,3,0.7500,40.67,62.0,0.0,2.0,2026-06-21T12:49:39.310Z,2026-06-21T12:49:39.310Z,56,56
HCP1361,6,3,3,1.0000,71.67,87.0,2.0,0.0,2026-07-20T02:04:08.275Z,2026-07-20T02:04:08.275Z,27,27
HCP1386,2,1,1,1.0000,29.0,29.0,0.0,0.0,2026-01-22T13:18:37.241Z,2026-01-22T13:18:37.241Z,206,206
HCP1395,2,1,1,1.0000,44.0,44.0,0.0,0.0,2026-06-28T18:08:16.551Z,2026-06-28T18:08:16.551Z,49,49
HCP1409,4,2,2,1.0000,41.0,58.0,1.0,2.0,2026-05-31T05:53:47.586Z,2026-05-31T05:53:47.586Z,77,77
HCP1414,7,4,3,0.7500,57.0,78.0,1.0,4.0,2026-08-03T12:41:22.758Z,2026-08-03T12:41:22.758Z,13,13
HCP1418,6,4,2,0.5000,56.5,78.0,0.0,1.0,2026-04-25T09:20:41.379Z,2026-04-25T09:20:41.379Z,113,113
HCP1427,6,4,2,0.5000,32.5,37.0,0.0,1.0,2026-04-28T17:57:55.862Z,2026-02-20T02:33:06.206Z,177,110
HCP1430,9,6,3,0.5000,47.0,62.0,0.0,0.0,2026-06-20T10:49:39.310Z,2026-05-24T00:35:10.344Z,84,57
HCP1447,16,9,7,0.7778,53.29,92.0,5.0,7.0,2026-08-08T15:00:00.000Z,2026-07-05T18:26:53.793Z,42,8
HCP1453,3,2,1,0.5000,87.0,87.0,3.0,4.0,2026-07-20T03:04:08.275Z,2026-07-20T03:04:08.275Z,27,27
HCP1477,16,9,7,0.7778,43.0,66.0,4.0,9.0,2026-08-10T11:00:00.000Z,2026-08-10T11:00:00.000Z,6,6
HCP1482,6,4,2,0.5000,27.0,29.0,0.0,1.0,2026-04-04T00:24:49.655Z,2026-04-04T00:24:49.655Z,134,134
HCP1510,9,5,4,0.8000,48.0,70.0,1.0,5.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP1517,7,4,3,0.7500,29.0,38.0,1.0,2.0,2026-07-12T21:45:31.034Z,2026-07-12T21:45:31.034Z,35,35
HCP1530,3,2,1,0.5000,52.0,52.0,0.0,4.0,2026-07-05T21:26:53.793Z,2026-07-05T21:26:53.793Z,42,42
HCP1572,6,3,3,1.0000,48.67,74.0,4.0,6.0,2026-05-16T22:16:33.103Z,2026-05-16T22:16:33.103Z,92,92
HCP1577,9,6,3,0.5000,49.67,76.0,3.0,3.0,2026-06-28T19:08:16.551Z,2026-06-28T19:08:16.551Z,49,49
HCP1616,3,2,1,0.5000,77.0,77.0,0.0,1.0,2026-06-28T20:08:16.551Z,2026-06-28T20:08:16.551Z,49,49
HCP1670,6,3,3,1.0000,47.33,57.0,3.0,4.0,2026-05-09T14:57:55.862Z,2026-05-09T14:57:55.862Z,99,99
HCP1683,11,6,5,0.8333,55.0,86.0,11.0,0.0,2026-06-07T06:12:24.827Z,2026-06-07T06:12:24.827Z,70,70
HCP1687,4,2,2,1.0000,39.5,48.0,3.0,4.0,2026-05-31T01:53:47.586Z,2026-05-31T01:53:47.586Z,77,77
HCP1691,6,3,3,1.0000,57.33,94.0,9.0,5.0,2026-04-18T08:02:04.137Z,2026-04-18T08:02:04.137Z,120,120
HCP1703,11,6,5,0.8333,80.2,108.0,4.0,15.0,2026-08-03T05:41:22.758Z,2026-08-03T05:41:22.758Z,13,13
HCP1731,2,2,0,0.0000,0.0,0.0,0.0,0.0,2026-07-07T08:04:08.275Z,null,null,40
HCP1750,3,2,1,0.5000,41.0,41.0,0.0,2.0,2026-04-11T12:02:04.137Z,2026-02-12T23:14:28.965Z,185,127
HCP1783,6,3,3,1.0000,61.33,76.0,3.0,1.0,2026-07-05T19:26:53.793Z,2026-07-05T19:26:53.793Z,42,42
HCP1789,5,3,2,0.6667,39.0,48.0,0.0,0.0,2026-04-04T03:24:49.655Z,2026-04-04T03:24:49.655Z,134,134
HCP1790,7,4,3,0.7500,53.33,69.0,1.0,7.0,2026-05-18T03:12:24.827Z,2026-05-02T15:39:18.620Z,106,90
HCP1794,12,7,5,0.7143,42.4,63.0,11.0,5.0,2026-07-13T02:45:31.034Z,2026-07-13T02:45:31.034Z,34,34
HCP1822,9,5,4,0.8000,61.25,102.0,0.0,2.0,2026-07-27T09:22:45.517Z,2026-07-27T09:22:45.517Z,20,20
HCP1847,6,4,2,0.5000,52.5,70.0,0.0,1.0,2026-05-31T02:53:47.586Z,2026-05-31T02:53:47.586Z,77,77
HCP1861,11,6,5,0.8333,45.0,77.0,4.0,1.0,2026-07-28T10:41:22.758Z,2026-06-21T10:49:39.310Z,56,19
HCP1876,8,5,3,0.6000,52.33,57.0,0.0,2.0,2026-06-14T12:31:02.068Z,2026-06-14T12:31:02.068Z,63,63
HCP1901,5,3,2,0.6667,26.5,30.0,0.0,2.0,2026-06-14T10:31:02.068Z,2026-06-14T10:31:02.068Z,63,63
HCP1905,11,6,5,0.8333,41.6,73.0,2.0,4.0,2026-07-27T04:22:45.517Z,2026-07-27T04:22:45.517Z,20,20
HCP1917,3,2,1,0.5000,33.0,33.0,3.0,0.0,2026-05-02T15:39:18.620Z,2026-05-02T15:39:18.620Z,106,106
HCP1957,3,2,1,0.5000,43.0,43.0,0.0,0.0,2026-06-21T12:49:39.310Z,2026-06-21T12:49:39.310Z,56,56
HCP1983,2,2,0,0.0000,0.0,0.0,0.0,0.0,2026-07-05T22:45:31.034Z,null,null,42
HCP0004,4,2,2,1.0000,54.5,84.0,0.0,0.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP0021,9,6,3,0.5000,50.67,62.0,0.0,4.0,2026-07-28T13:41:22.758Z,2026-07-27T03:22:45.517Z,20,19
HCP0024,8,4,4,1.0000,55.75,95.0,3.0,1.0,2026-08-10T13:00:00.000Z,2026-08-10T13:00:00.000Z,6,6
HCP0059,8,4,4,1.0000,36.25,48.0,3.0,6.0,2026-06-28T18:08:16.551Z,2026-06-28T18:08:16.551Z,49,49
HCP0071,2,1,1,1.0000,56.0,56.0,0.0,0.0,2026-05-24T02:35:10.344Z,2026-05-24T02:35:10.344Z,84,84
HCP0094,10,5,5,1.0000,47.4,88.0,6.0,5.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP0177,5,3,2,0.6667,52.0,80.0,0.0,0.0,2026-08-10T16:00:00.000Z,2026-08-10T16:00:00.000Z,6,6
HCP0183,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-04-27T18:57:55.862Z,null,null,111
HCP0184,8,6,2,0.3333,82.0,95.0,0.0,0.0,2026-06-28T23:26:53.793Z,2026-06-07T06:12:24.827Z,70,49
HCP0185,4,3,1,0.3333,25.0,25.0,1.0,0.0,2026-06-14T10:31:02.068Z,2026-06-14T10:31:02.068Z,63,63
HCP0209,8,4,4,1.0000,61.0,75.0,1.0,4.0,2026-07-27T07:22:45.517Z,2026-07-27T07:22:45.517Z,20,20
HCP0224,9,5,4,0.8000,68.25,105.0,5.0,7.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP0244,6,3,3,1.0000,40.0,67.0,3.0,3.0,2026-06-28T18:08:16.551Z,2026-06-28T18:08:16.551Z,49,49
HCP0267,5,4,1,0.2500,34.0,34.0,0.0,0.0,2026-08-02T07:41:22.758Z,2026-07-27T02:22:45.517Z,20,14
HCP0296,8,4,4,1.0000,54.0,70.0,1.0,2.0,2026-07-27T05:22:45.517Z,2026-07-27T05:22:45.517Z,20,20
HCP0306,6,3,3,1.0000,66.33,110.0,0.0,2.0,2026-06-07T04:12:24.827Z,2026-06-07T04:12:24.827Z,70,70
HCP0323,8,4,4,1.0000,60.0,92.0,8.0,3.0,2026-07-20T02:04:08.275Z,2026-07-20T02:04:08.275Z,27,27
HCP0340,2,1,1,1.0000,26.0,26.0,0.0,0.0,2026-03-06T09:10:20.689Z,2026-03-06T09:10:20.689Z,163,163
HCP0349,13,7,6,0.8571,50.0,92.0,2.0,8.0,2026-07-13T02:45:31.034Z,2026-07-13T02:45:31.034Z,34,34
HCP0355,8,5,3,0.6000,42.67,57.0,3.0,4.0,2026-07-27T03:22:45.517Z,2026-07-27T03:22:45.517Z,20,20
HCP0369,5,4,1,0.2500,34.0,34.0,0.0,0.0,2026-06-17T13:08:16.551Z,2026-02-20T05:33:06.206Z,177,60
HCP0423,5,3,2,0.6667,75.5,102.0,2.0,2.0,2026-08-03T07:41:22.758Z,2026-08-03T07:41:22.758Z,13,13
HCP0424,6,4,2,0.5000,66.5,67.0,0.0,5.0,2026-06-30T20:45:31.034Z,2026-03-13T16:28:57.931Z,156,47
HCP0438,2,1,1,1.0000,32.0,32.0,3.0,3.0,2026-07-27T09:22:45.517Z,2026-07-27T09:22:45.517Z,20,20
HCP0442,7,5,2,0.4000,69.0,77.0,3.0,4.0,2026-07-27T04:41:22.758Z,2026-02-05T21:55:51.724Z,192,20
HCP0444,9,5,4,0.8000,69.25,81.0,2.0,4.0,2026-07-20T04:04:08.275Z,2026-07-20T04:04:08.275Z,27,27
HCP0446,11,6,5,0.8333,62.0,98.0,3.0,7.0,2026-07-05T19:26:53.793Z,2026-07-05T19:26:53.793Z,42,42
HCP0455,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-06-27T16:26:53.793Z,null,null,50
HCP0469,5,3,2,0.6667,56.0,69.0,0.0,0.0,2026-06-27T17:08:16.551Z,2026-06-07T04:12:24.827Z,70,50
HCP0485,4,2,2,1.0000,64.0,87.0,3.0,0.0,2026-02-27T06:51:43.448Z,2026-02-27T06:51:43.448Z,170,170
HCP0515,8,5,3,0.6000,62.0,90.0,0.0,7.0,2026-06-20T11:49:39.310Z,2026-05-09T18:57:55.862Z,99,57
HCP0534,11,6,5,0.8333,56.0,106.0,0.0,4.0,2026-08-10T10:00:00.000Z,2026-08-10T10:00:00.000Z,6,6
HCP0549,12,6,6,1.0000,59.83,108.0,8.0,2.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP0558,6,4,2,0.5000,46.0,57.0,2.0,2.0,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,6,6
HCP0574,20,10,10,1.0000,52.8,105.0,11.0,17.0,2026-07-27T03:22:45.517Z,2026-07-27T03:22:45.517Z,20,20
HCP0611,9,5,4,0.8000,60.25,100.0,5.0,6.0,2026-07-20T03:04:08.275Z,2026-07-20T03:04:08.275Z,27,27
HCP0618,7,4,3,0.7500,42.33,56.0,1.0,7.0,2026-05-31T04:53:47.586Z,2026-05-31T04:53:47.586Z,77,77
HCP0626,6,4,2,0.5000,52.5,79.0,2.0,2.0,2026-07-14T06:22:45.517Z,2026-06-07T09:12:24.827Z,70,33
HCP0631,10,6,4,0.6667,53.0,87.0,1.0,8.0,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,6,6
HCP0639,10,6,4,0.6667,43.0,65.0,2.0,3.0,2026-07-27T08:22:45.517Z,2026-07-27T08:22:45.517Z,20,20
HCP0653,5,3,2,0.6667,49.0,76.0,3.0,0.0,2026-07-23T08:00:00.000Z,2026-06-28T19:08:16.551Z,49,24
HCP0654,9,5,4,0.8000,47.5,60.0,6.0,6.0,2026-07-20T03:04:08.275Z,2026-07-20T03:04:08.275Z,27,27
HCP0660,2,1,1,1.0000,46.0,46.0,0.0,4.0,2026-05-31T02:53:47.586Z,2026-05-31T02:53:47.586Z,77,77
HCP0665,4,2,2,1.0000,64.0,69.0,3.0,3.0,2026-04-25T10:20:41.379Z,2026-04-25T10:20:41.379Z,113,113
HCP0667,8,4,4,1.0000,73.5,111.0,1.0,9.0,2026-06-07T09:12:24.827Z,2026-06-07T09:12:24.827Z,70,70
