hcp_id,total_veeva_interactions,in_person_visits,phone_calls,virtual_meetings,completed_interactions,cancelled_interactions,no_show_interactions,avg_interaction_duration_minutes,max_interaction_duration_minutes,followups_required,last_veeva_activity,last_veeva_engagement,days_since_last_veeva_engagement,days_since_last_veeva_activity
HCP1508,9,4,5,0,8,1,0,24.22,49.0,4,2026-08-11T01:06:15.000Z,2026-08-11T01:06:15.000Z,5,5
HCP1512,5,2,1,2,5,0,0,39.4,58.0,1,2026-06-25T12:18:16.000Z,2026-06-25T12:18:16.000Z,52,52
HCP1521,4,2,0,2,4,0,0,33.25,53.0,0,2026-02-18T23:59:54.000Z,2026-02-18T23:59:54.000Z,179,179
HCP1524,6,5,1,0,6,0,0,27.0,36.0,4,2026-08-09T16:40:25.000Z,2026-08-09T16:40:25.000Z,7,7
HCP1555,5,4,0,1,5,0,0,37.6,60.0,1,2026-08-10T21:05:57.000Z,2026-08-10T21:05:57.000Z,6,6
HCP1571,5,3,2,0,5,0,0,32.6,56.0,3,2026-08-05T19:23:15.000Z,2026-08-05T19:23:15.000Z,11,11
HCP1576,12,7,4,1,11,1,0,30.42,59.0,7,2026-08-04T05:01:20.000Z,2026-08-04T05:01:20.000Z,12,12
HCP1585,12,7,2,3,12,0,0,33.83,54.0,6,2026-07-07T12:36:18.000Z,2026-07-07T12:36:18.000Z,40,40
HCP1586,4,3,1,0,4,0,0,25.75,31.0,3,2026-08-05T04:50:22.000Z,2026-08-05T04:50:22.000Z,11,11
HCP1592,9,5,3,1,9,0,0,35.0,58.0,5,2026-08-09T19:09:36.000Z,2026-08-09T19:09:36.000Z,7,7
HCP1596,7,4,1,2,7,0,0,39.86,60.0,2,2026-07-26T03:21:24.000Z,2026-07-26T03:21:24.000Z,21,21
HCP1694,3,1,2,0,3,0,0,22.0,41.0,1,2026-03-12T19:37:07.000Z,2026-03-12T19:37:07.000Z,157,157
HCP1701,6,3,3,0,5,1,0,30.5,55.0,1,2026-05-25T19:12:16.000Z,2026-05-25T19:12:16.000Z,83,83
HCP1707,3,3,0,0,2,0,1,49.0,55.0,2,2026-06-08T01:13:25.000Z,2026-03-29T11:36:45.000Z,140,69
HCP1751,6,5,0,1,4,1,1,34.17,45.0,2,2026-08-08T02:22:20.000Z,2026-08-08T02:22:20.000Z,8,8
HCP1758,10,5,3,2,7,1,2,31.8,59.0,3,2026-07-30T19:18:19.000Z,2026-07-30T19:18:19.000Z,17,17
HCP1769,10,5,2,3,10,0,0,33.1,58.0,4,2026-07-29T08:26:51.000Z,2026-07-29T08:26:51.000Z,18,18
HCP1778,4,1,2,1,4,0,0,29.0,59.0,2,2026-08-03T06:40:19.000Z,2026-08-03T06:40:19.000Z,13,13
HCP1791,3,1,1,1,1,1,1,29.67,43.0,0,2026-06-26T01:09:57.000Z,2026-03-16T21:51:02.000Z,153,51
HCP1796,11,7,3,1,11,0,0,32.45,54.0,5,2026-07-26T22:26:27.000Z,2026-07-26T22:26:27.000Z,21,21
HCP1805,11,7,3,1,11,0,0,31.55,56.0,4,2026-07-27T10:15:06.000Z,2026-07-27T10:15:06.000Z,20,20
HCP1818,9,5,1,3,8,1,0,39.11,53.0,5,2026-08-03T11:28:20.000Z,2026-08-03T11:28:20.000Z,13,13
HCP1855,6,3,1,2,5,1,0,35.17,58.0,2,2026-06-10T13:22:20.000Z,2026-06-10T13:22:20.000Z,67,67
HCP1858,6,2,4,0,4,1,1,24.83,56.0,4,2026-08-05T02:41:20.000Z,2026-08-05T02:41:20.000Z,11,11
HCP1860,4,2,1,1,3,1,0,34.25,54.0,2,2026-06-16T05:26:26.000Z,2026-06-16T05:26:26.000Z,61,61
HCP1882,11,7,3,1,9,1,1,37.09,59.0,2,2026-08-10T20:04:40.000Z,2026-08-10T20:04:40.000Z,6,6
HCP1888,5,2,1,2,5,0,0,38.8,52.0,1,2026-07-25T06:30:48.000Z,2026-07-25T06:30:48.000Z,22,22
HCP1928,7,2,3,2,7,0,0,27.43,54.0,4,2026-06-01T07:19:52.000Z,2026-06-01T07:19:52.000Z,76,76
HCP1940,6,4,1,1,5,1,0,33.83,42.0,1,2026-07-24T03:05:47.000Z,2026-07-24T03:05:47.000Z,23,23
HCP1948,9,3,4,2,9,0,0,28.44,57.0,4,2026-07-10T18:02:12.000Z,2026-07-10T18:02:12.000Z,37,37
HCP1949,7,3,1,3,7,0,0,27.0,40.0,2,2026-08-07T06:52:27.000Z,2026-08-07T06:52:27.000Z,9,9
HCP1956,6,2,3,1,5,0,1,28.33,56.0,2,2026-08-03T18:56:42.000Z,2026-08-03T18:56:42.000Z,13,13
HCP1959,4,2,2,0,3,1,0,26.5,56.0,1,2026-07-29T01:53:30.000Z,2026-07-08T15:23:57.000Z,39,18
HCP1971,11,6,4,1,11,0,0,22.55,41.0,5,2026-07-16T21:57:57.000Z,2026-07-16T21:57:57.000Z,31,31
HCP1995,3,2,0,1,3,0,0,36.67,47.0,1,2026-07-22T07:56:06.000Z,2026-07-22T07:56:06.000Z,25,25
HCP0013,5,3,0,2,4,0,1,36.2,54.0,2,2026-06-20T18:25:13.000Z,2026-06-20T18:25:13.000Z,57,57
HCP0045,6,2,3,1,6,0,0,22.17,45.0,3,2026-07-12T18:53:53.000Z,2026-07-12T18:53:53.000Z,35,35
HCP0081,5,4,1,0,3,1,1,41.6,55.0,1,2026-06-26T23:52:18.000Z,2026-05-03T21:43:29.000Z,105,51
HCP0083,10,4,4,2,9,1,0,25.1,45.0,3,2026-08-10T01:15:45.000Z,2026-08-10T01:15:45.000Z,6,6
HCP0129,4,2,1,1,3,1,0,39.0,56.0,1,2026-07-05T15:55:53.000Z,2026-07-01T21:43:59.000Z,46,42
HCP0133,13,7,5,1,11,1,1,27.92,49.0,7,2026-08-08T15:35:52.000Z,2026-08-08T15:35:52.000Z,8,8
HCP0134,8,6,1,1,5,2,1,40.0,58.0,0,2026-06-04T23:49:43.000Z,2026-06-04T23:49:43.000Z,73,73
HCP0163,3,3,0,0,2,1,0,28.67,30.0,0,2026-05-22T03:28:55.000Z,2026-05-20T14:40:51.000Z,88,86
HCP0170,7,4,2,1,6,1,0,31.14,51.0,3,2026-07-16T05:17:49.000Z,2026-07-16T05:17:49.000Z,31,31
HCP0179,8,2,1,5,7,0,1,27.0,39.0,1,2026-07-23T00:27:27.000Z,2026-07-23T00:27:27.000Z,24,24
HCP0218,3,2,0,1,3,0,0,30.33,44.0,2,2026-06-16T01:51:11.000Z,2026-06-16T01:51:11.000Z,61,61
HCP0241,12,9,3,0,9,0,3,34.42,60.0,3,2026-08-11T14:32:41.000Z,2026-08-11T14:32:41.000Z,5,5
HCP0242,6,3,1,2,5,0,1,35.17,55.0,3,2026-07-25T23:16:37.000Z,2026-07-25T23:16:37.000Z,22,22
HCP0264,5,3,2,0,4,1,0,33.8,57.0,3,2026-05-20T11:16:12.000Z,2026-05-20T11:16:12.000Z,88,88
HCP0268,5,2,0,3,5,0,0,38.2,44.0,2,2026-06-02T18:58:11.000Z,2026-06-02T18:58:11.000Z,75,75
HCP0293,4,2,0,2,4,0,0,28.25,41.0,2,2026-06-10T01:59:20.000Z,2026-06-10T01:59:20.000Z,67,67
HCP0358,8,5,2,1,7,1,0,32.63,56.0,1,2026-08-04T00:38:29.000Z,2026-08-04T00:38:29.000Z,12,12
HCP0420,11,4,2,5,10,0,1,32.73,60.0,7,2026-08-10T11:46:12.000Z,2026-08-10T11:46:12.000Z,6,6
HCP0431,6,3,2,1,6,0,0,32.0,52.0,3,2026-07-12T06:27:07.000Z,2026-07-12T06:27:07.000Z,35,35
HCP0437,8,1,3,4,7,1,0,27.0,45.0,6,2026-07-24T18:06:56.000Z,2026-07-24T18:06:56.000Z,23,23
HCP0441,12,3,6,3,11,1,0,23.75,59.0,4,2026-07-11T04:38:40.000Z,2026-07-07T16:36:55.000Z,40,36
HCP0464,9,4,2,3,8,1,0,28.11,55.0,2,2026-07-28T13:47:21.000Z,2026-07-28T13:47:21.000Z,19,19
HCP0477,8,4,1,3,8,0,0,33.38,58.0,4,2026-08-03T02:49:49.000Z,2026-08-03T02:49:49.000Z,13,13
HCP0486,9,5,2,2,8,1,0,32.11,55.0,2,2026-08-14T23:50:45.000Z,2026-08-14T23:50:45.000Z,2,2
HCP0488,3,1,2,0,3,0,0,22.67,47.0,2,2026-07-26T02:58:21.000Z,2026-07-26T02:58:21.000Z,21,21
HCP0501,6,1,4,1,5,0,1,24.5,44.0,1,2026-07-08T16:59:56.000Z,2026-05-26T02:04:09.000Z,82,39
HCP0508,7,2,4,1,6,1,0,24.0,48.0,4,2026-07-22T06:29:51.000Z,2026-07-22T06:29:51.000Z,25,25
HCP0513,10,6,3,1,10,0,0,30.4,55.0,3,2026-08-03T19:35:46.000Z,2026-08-03T19:35:46.000Z,13,13
HCP0522,3,0,1,2,2,1,0,26.67,43.0,0,2026-05-31T23:43:07.000Z,2026-05-31T23:43:07.000Z,77,77
HCP0542,5,1,3,1,4,1,0,16.2,33.0,1,2026-05-14T20:18:17.000Z,2026-05-09T07:41:35.000Z,99,94
HCP0590,10,5,2,3,8,1,1,32.0,55.0,6,2026-07-24T14:44:33.000Z,2026-07-24T14:44:33.000Z,23,23
HCP0612,12,8,2,2,9,0,3,32.5,53.0,4,2026-07-04T19:34:40.000Z,2026-07-04T19:34:40.000Z,43,43
HCP0619,11,6,3,2,8,2,1,26.82,51.0,5,2026-07-28T21:50:11.000Z,2026-07-28T21:50:11.000Z,19,19
HCP0629,3,0,1,2,3,0,0,25.33,44.0,1,2026-07-04T02:55:41.000Z,2026-07-04T02:55:41.000Z,43,43
HCP0650,10,5,4,1,9,1,0,23.8,57.0,6,2026-08-14T06:08:07.000Z,2026-08-14T06:08:07.000Z,2,2
HCP0651,5,5,0,0,5,0,0,46.2,60.0,1,2026-07-03T21:30:16.000Z,2026-07-03T21:30:16.000Z,44,44
HCP0652,11,5,6,0,10,1,0,27.18,57.0,5,2026-08-08T04:27:59.000Z,2026-08-08T04:27:59.000Z,8,8
HCP0662,13,11,1,1,11,2,0,42.31,60.0,7,2026-07-13T21:50:46.000Z,2026-07-13T21:50:46.000Z,34,34
HCP0673,6,3,0,3,4,2,0,37.67,55.0,2,2026-07-28T17:16:10.000Z,2026-07-11T17:05:41.000Z,36,19
HCP0686,6,5,1,0,5,0,1,39.5,52.0,3,2026-06-13T19:13:43.000Z,2026-06-13T19:13:43.000Z,64,64
HCP0706,5,2,2,1,5,0,0,26.2,42.0,2,2026-06-30T19:51:39.000Z,2026-06-30T19:51:39.000Z,47,47
HCP0707,9,6,0,3,9,0,0,41.0,59.0,3,2026-08-06T05:11:02.000Z,2026-08-06T05:11:02.000Z,10,10
HCP0717,5,3,0,2,5,0,0,41.4,60.0,1,2026-06-26T01:49:52.000Z,2026-06-26T01:49:52.000Z,51,51
HCP0730,3,1,2,0,3,0,0,21.0,35.0,1,2026-06-28T08:46:08.000Z,2026-06-28T08:46:08.000Z,49,49
HCP0744,6,4,2,0,4,2,0,29.0,55.0,1,2026-07-29T04:01:04.000Z,2026-07-18T05:32:45.000Z,29,18
HCP0753,4,4,0,0,4,0,0,39.25,55.0,3,2026-06-16T07:48:13.000Z,2026-06-16T07:48:13.000Z,61,61
HCP0758,8,5,2,1,7,0,1,34.0,60.0,2,2026-08-06T08:06:36.000Z,2026-08-06T08:06:36.000Z,10,10
HCP0779,5,4,0,1,5,0,0,44.2,56.0,2,2026-07-11T19:07:42.000Z,2026-07-11T19:07:42.000Z,36,36
HCP0794,5,3,2,0,5,0,0,30.0,45.0,2,2026-05-12T18:00:25.000Z,2026-05-12T18:00:25.000Z,96,96
HCP0811,5,2,3,0,4,0,1,21.0,32.0,2,2026-06-07T12:43:23.000Z,2026-04-19T23:59:46.000Z,119,70
HCP0821,6,4,2,0,6,0,0,29.33,59.0,2,2026-06-20T22:52:47.000Z,2026-06-20T22:52:47.000Z,57,57
HCP0834,7,3,2,2,5,0,2,24.43,47.0,2,2026-07-21T21:58:04.000Z,2026-07-21T21:58:04.000Z,26,26
HCP0836,8,4,1,3,7,1,0,35.5,48.0,2,2026-07-04T02:14:37.000Z,2026-06-25T08:03:17.000Z,52,43
HCP0851,11,8,2,1,10,1,0,30.18,47.0,6,2026-08-11T16:37:22.000Z,2026-08-11T16:37:22.000Z,5,5
HCP0854,13,4,3,6,12,1,0,30.46,47.0,10,2026-07-21T16:50:19.000Z,2026-07-21T16:50:19.000Z,26,26
HCP0870,10,5,3,2,6,3,1,30.6,45.0,3,2026-07-11T08:04:11.000Z,2026-07-11T08:04:11.000Z,36,36
HCP0873,11,4,4,3,9,1,1,29.0,45.0,2,2026-07-19T21:00:14.000Z,2026-07-17T19:31:33.000Z,30,28
HCP0898,4,2,0,2,4,0,0,36.75,55.0,3,2026-05-05T02:23:51.000Z,2026-05-05T02:23:51.000Z,103,103
HCP0925,9,5,2,2,7,2,0,29.22,49.0,1,2026-07-22T16:03:23.000Z,2026-07-22T16:03:23.000Z,25,25
HCP0945,3,2,1,0,3,0,0,40.67,55.0,2,2026-07-22T03:45:58.000Z,2026-07-22T03:45:58.000Z,25,25
HCP0954,6,5,1,0,6,0,0,38.0,54.0,4,2026-08-11T16:35:42.000Z,2026-08-11T16:35:42.000Z,5,5
HCP0956,6,2,2,2,6,0,0,32.17,50.0,3,2026-07-25T04:58:01.000Z,2026-07-25T04:58:01.000Z,22,22
HCP0963,7,3,3,1,7,0,0,23.43,46.0,3,2026-06-12T04:58:11.000Z,2026-06-12T04:58:11.000Z,65,65
HCP0997,8,4,3,1,6,2,0,31.25,59.0,3,2026-07-09T14:24:43.000Z,2026-06-30T13:20:45.000Z,47,38
HCP1052,5,3,2,0,4,1,0,40.0,58.0,0,2026-08-03T06:10:50.000Z,2026-08-03T06:10:50.000Z,13,13
HCP1054,7,3,2,2,7,0,0,33.14,60.0,1,2026-07-05T12:32:15.000Z,2026-07-05T12:32:15.000Z,42,42
HCP1055,3,2,0,1,2,0,1,34.0,44.0,1,2026-08-11T11:37:59.000Z,2026-08-11T11:37:59.000Z,5,5
HCP1063,6,3,2,1,5,1,0,29.5,54.0,2,2026-08-01T20:39:36.000Z,2026-08-01T20:39:36.000Z,15,15
HCP1064,3,1,2,0,3,0,0,21.33,44.0,2,2026-06-18T16:06:49.000Z,2026-06-18T16:06:49.000Z,59,59
HCP1088,11,6,3,2,10,1,0,30.55,50.0,6,2026-08-07T11:21:23.000Z,2026-07-31T17:54:07.000Z,16,9
HCP1102,5,4,0,1,5,0,0,36.0,48.0,0,2026-07-19T04:19:06.000Z,2026-07-19T04:19:06.000Z,28,28
HCP1115,10,4,5,1,9,0,1,24.2,49.0,6,2026-07-06T04:07:24.000Z,2026-07-06T04:07:24.000Z,41,41
HCP1120,7,3,3,1,6,1,0,24.43,54.0,1,2026-08-11T12:25:07.000Z,2026-08-11T12:25:07.000Z,5,5
HCP1154,5,2,2,1,4,0,1,37.2,57.0,2,2026-08-12T09:16:28.000Z,2026-08-12T09:16:28.000Z,4,4
HCP1173,6,2,2,2,5,1,0,27.33,42.0,5,2026-04-14T14:43:56.000Z,2026-04-14T14:43:56.000Z,124,124
HCP1203,7,2,2,3,7,0,0,26.71,58.0,4,2026-06-13T10:46:09.000Z,2026-06-13T10:46:09.000Z,64,64
HCP1240,6,3,3,0,5,1,0,26.67,48.0,3,2026-06-26T10:58:10.000Z,2026-06-26T10:58:10.000Z,51,51
HCP1245,6,2,3,1,5,0,1,25.83,41.0,1,2026-07-01T15:09:06.000Z,2026-07-01T15:09:06.000Z,46,46
HCP1287,9,5,0,4,8,1,0,38.22,52.0,1,2026-06-28T18:39:20.000Z,2026-06-28T18:39:20.000Z,49,49
HCP1290,8,5,1,2,7,1,0,42.75,59.0,3,2026-08-06T23:05:09.000Z,2026-08-06T23:05:09.000Z,10,10
HCP1297,8,3,2,3,8,0,0,32.38,46.0,4,2026-07-05T06:46:19.000Z,2026-07-05T06:46:19.000Z,42,42
HCP1303,3,3,0,0,3,0,0,40.67,49.0,0,2026-08-13T02:51:03.000Z,2026-08-13T02:51:03.000Z,3,3
HCP1305,4,1,2,1,3,1,0,23.75,42.0,1,2026-07-11T10:17:18.000Z,2026-07-11T10:17:18.000Z,36,36
HCP1352,8,4,3,1,7,0,1,31.75,55.0,3,2026-07-28T15:46:26.000Z,2026-07-28T15:46:26.000Z,19,19
HCP1361,11,5,6,0,9,0,2,24.36,51.0,4,2026-07-01T03:22:52.000Z,2026-07-01T03:22:52.000Z,46,46
HCP1386,9,7,2,0,7,2,0,37.67,54.0,3,2026-05-04T12:46:15.000Z,2026-05-04T12:46:15.000Z,104,104
HCP1395,6,2,3,1,6,0,0,29.83,55.0,2,2026-06-09T22:43:34.000Z,2026-06-09T22:43:34.000Z,68,68
HCP1409,3,3,0,0,3,0,0,48.33,58.0,1,2026-07-21T23:54:39.000Z,2026-07-21T23:54:39.000Z,26,26
HCP1414,3,1,1,1,3,0,0,33.67,54.0,2,2026-05-30T20:18:46.000Z,2026-05-30T20:18:46.000Z,78,78
HCP1418,3,3,0,0,3,0,0,41.0,51.0,3,2026-05-13T08:45:12.000Z,2026-05-13T08:45:12.000Z,95,95
HCP1427,10,7,1,2,9,0,1,37.1,53.0,4,2026-06-27T18:50:02.000Z,2026-06-27T18:50:02.000Z,50,50
HCP1430,7,3,4,0,7,0,0,25.86,50.0,0,2026-07-25T22:48:57.000Z,2026-07-25T22:48:57.000Z,22,22
HCP1447,4,2,2,0,4,0,0,27.75,60.0,2,2026-08-02T02:51:41.000Z,2026-08-02T02:51:41.000Z,14,14
HCP1453,4,2,0,2,4,0,0,33.75,57.0,3,2026-07-27T08:06:10.000Z,2026-07-27T08:06:10.000Z,20,20
HCP1477,5,2,3,0,4,0,1,26.8,44.0,1,2026-08-13T04:56:10.000Z,2026-08-13T04:56:10.000Z,3,3
HCP1482,4,2,0,2,3,1,0,42.5,60.0,1,2026-06-14T01:25:52.000Z,2026-06-14T01:25:52.000Z,63,63
HCP1510,6,3,2,1,4,1,1,26.0,42.0,1,2026-06-28T07:48:55.000Z,2026-06-28T07:48:55.000Z,49,49
HCP1517,10,7,2,1,10,0,0,44.7,60.0,4,2026-07-04T02:19:58.000Z,2026-07-04T02:19:58.000Z,43,43
HCP1530,7,5,2,0,4,2,1,33.14,59.0,1,2026-06-28T18:33:34.000Z,2026-06-28T18:33:34.000Z,49,49
HCP1572,12,7,2,3,12,0,0,31.33,58.0,4,2026-08-07T11:51:49.000Z,2026-08-07T11:51:49.000Z,9,9
HCP1577,11,4,3,4,9,1,1,31.64,49.0,2,2026-08-12T17:41:13.000Z,2026-07-14T11:06:07.000Z,33,4
HCP1616,4,2,0,2,4,0,0,35.0,54.0,2,2026-06-29T01:12:19.000Z,2026-06-29T01:12:19.000Z,48,48
HCP1670,4,3,0,1,4,0,0,43.5,60.0,4,2026-08-05T13:36:32.000Z,2026-08-05T13:36:32.000Z,11,11
HCP1683,10,6,3,1,9,0,1,31.0,57.0,3,2026-08-14T16:53:17.000Z,2026-08-14T16:53:17.000Z,2,2
HCP1687,7,5,2,0,5,2,0,39.43,60.0,1,2026-07-27T02:59:40.000Z,2026-07-27T02:59:40.000Z,20,20
HCP1691,5,2,1,2,5,0,0,32.0,41.0,1,2026-06-18T08:45:37.000Z,2026-06-18T08:45:37.000Z,59,59
HCP1703,8,5,2,1,8,0,0,29.0,46.0,1,2026-08-04T04:54:43.000Z,2026-08-04T04:54:43.000Z,12,12
HCP1731,2,1,1,0,2,0,0,21.0,35.0,1,2026-07-30T11:48:02.000Z,2026-07-30T11:48:02.000Z,17,17
HCP1750,5,2,2,1,5,0,0,27.0,44.0,1,2026-08-03T13:10:19.000Z,2026-08-03T13:10:19.000Z,13,13
HCP1783,5,3,0,2,2,2,1,40.0,59.0,1,2026-05-22T12:32:38.000Z,2026-04-19T20:40:35.000Z,119,86
HCP1789,10,5,4,1,9,1,0,27.5,58.0,4,2026-07-11T01:40:53.000Z,2026-07-11T01:40:53.000Z,36,36
HCP1790,4,2,1,1,4,0,0,32.0,46.0,2,2026-07-30T15:41:17.000Z,2026-07-30T15:41:17.000Z,17,17
HCP1794,9,5,4,0,9,0,0,31.44,59.0,3,2026-08-07T19:44:00.000Z,2026-08-07T19:44:00.000Z,9,9
HCP1822,7,4,0,3,7,0,0,42.29,58.0,4,2026-07-05T06:45:09.000Z,2026-07-05T06:45:09.000Z,42,42
HCP1847,5,3,0,2,5,0,0,42.8,58.0,3,2026-07-30T13:24:21.000Z,2026-07-30T13:24:21.000Z,17,17
HCP1861,6,3,1,2,6,0,0,34.67,55.0,3,2026-08-02T14:02:37.000Z,2026-08-02T14:02:37.000Z,14,14
HCP1876,4,2,2,0,4,0,0,37.5,57.0,2,2026-08-02T12:11:43.000Z,2026-08-02T12:11:43.000Z,14,14
HCP1901,6,1,3,2,6,0,0,22.67,39.0,3,2026-05-05T08:22:34.000Z,2026-05-05T08:22:34.000Z,103,103
HCP1905,4,3,1,0,4,0,0,32.5,50.0,2,2026-08-14T13:15:26.000Z,2026-08-14T13:15:26.000Z,2,2
HCP1917,9,2,2,5,8,1,0,28.44,45.0,3,2026-07-08T22:13:31.000Z,2026-07-08T22:13:31.000Z,39,39
HCP1957,9,2,4,3,9,0,0,23.11,58.0,2,2026-06-18T14:53:38.000Z,2026-06-18T14:53:38.000Z,59,59
HCP1983,10,3,5,2,10,0,0,21.1,45.0,7,2026-05-25T10:59:15.000Z,2026-05-25T10:59:15.000Z,83,83
HCP0004,6,3,3,0,5,0,1,33.83,60.0,3,2026-07-20T22:39:01.000Z,2026-07-20T22:39:01.000Z,27,27
HCP0021,9,4,4,1,6,0,3,25.11,44.0,3,2026-08-11T00:24:33.000Z,2026-08-02T04:04:07.000Z,14,5
HCP0024,8,4,3,1,6,1,1,29.88,59.0,1,2026-07-21T13:29:12.000Z,2026-07-21T13:29:12.000Z,26,26
HCP0059,7,5,2,0,5,2,0,29.14,44.0,2,2026-08-10T20:32:32.000Z,2026-08-10T20:32:32.000Z,6,6
HCP0071,9,5,3,1,8,1,0,29.33,56.0,1,2026-07-22T05:52:59.000Z,2026-07-22T05:52:59.000Z,25,25
HCP0094,4,2,0,2,4,0,0,39.75,57.0,0,2026-08-11T17:51:07.000Z,2026-08-11T17:51:07.000Z,5,5
HCP0177,6,4,1,1,4,1,1,34.83,52.0,3,2026-07-07T22:24:27.000Z,2026-07-07T22:24:27.000Z,40,40
HCP0183,2,1,0,1,2,0,0,26.5,29.0,1,2026-07-19T17:22:51.000Z,2026-07-19T17:22:51.000Z,28,28
HCP0184,8,3,4,1,7,1,0,27.63,54.0,2,2026-08-13T22:28:41.000Z,2026-08-13T22:28:41.000Z,3,3
HCP0185,3,2,0,1,3,0,0,45.67,59.0,0,2026-08-01T15:56:43.000Z,2026-08-01T15:56:43.000Z,15,15
HCP0209,6,1,5,0,6,0,0,15.33,41.0,3,2026-07-30T16:48:17.000Z,2026-07-30T16:48:17.000Z,17,17
HCP0224,7,2,3,2,6,0,1,26.71,50.0,3,2026-05-25T04:49:12.000Z,2026-05-25T04:49:12.000Z,83,83
HCP0244,9,5,3,1,7,1,1,33.22,60.0,3,2026-07-29T15:11:15.000Z,2026-07-29T15:11:15.000Z,18,18
HCP0267,4,3,1,0,4,0,0,36.5,60.0,2,2026-07-03T22:26:03.000Z,2026-07-03T22:26:03.000Z,44,44
HCP0296,8,6,2,0,8,0,0,37.88,59.0,2,2026-07-28T07:18:34.000Z,2026-07-28T07:18:34.000Z,19,19
HCP0306,5,1,3,1,5,0,0,18.8,41.0,2,2026-08-03T18:28:32.000Z,2026-08-03T18:28:32.000Z,13,13
HCP0323,7,3,3,1,7,0,0,28.43,51.0,5,2026-08-06T23:54:31.000Z,2026-08-06T23:54:31.000Z,10,10
HCP0340,12,6,4,2,12,0,0,32.25,47.0,6,2026-07-21T13:05:53.000Z,2026-07-21T13:05:53.000Z,26,26
HCP0349,9,4,4,1,8,1,0,23.11,40.0,5,2026-07-25T12:28:05.000Z,2026-07-20T22:10:52.000Z,27,22
HCP0355,4,1,1,2,4,0,0,27.75,40.0,3,2026-06-14T09:26:28.000Z,2026-06-14T09:26:28.000Z,63,63
HCP0369,4,3,0,1,2,2,0,39.25,43.0,1,2026-07-07T16:57:05.000Z,2026-05-15T03:38:34.000Z,93,40
HCP0423,5,3,2,0,3,2,0,27.4,45.0,2,2026-07-15T09:21:43.000Z,2026-07-15T09:21:43.000Z,32,32
HCP0424,4,3,1,0,4,0,0,37.0,50.0,2,2026-06-21T17:14:25.000Z,2026-06-21T17:14:25.000Z,56,56
HCP0438,4,3,0,1,2,1,1,48.0,60.0,0,2026-02-28T11:26:39.000Z,2026-02-28T11:26:39.000Z,169,169
HCP0442,3,2,1,0,3,0,0,30.67,58.0,2,2026-06-15T09:39:38.000Z,2026-06-15T09:39:38.000Z,62,62
HCP0444,10,6,4,0,8,1,1,31.5,56.0,4,2026-08-11T02:09:20.000Z,2026-07-20T01:30:40.000Z,27,5
HCP0446,9,3,2,4,7,1,1,31.56,59.0,2,2026-06-25T03:50:30.000Z,2026-06-25T03:50:30.000Z,52,52
HCP0455,3,2,0,1,3,0,0,44.33,56.0,0,2026-07-27T04:53:30.000Z,2026-07-27T04:53:30.000Z,20,20
HCP0469,5,3,1,1,4,1,0,32.8,56.0,0,2026-08-09T17:53:41.000Z,2026-08-09T17:53:41.000Z,7,7
HCP0485,10,5,2,3,10,0,0,32.8,58.0,2,2026-08-08T15:46:29.000Z,2026-08-08T15:46:29.000Z,8,8
HCP0515,11,4,3,4,10,0,1,27.0,50.0,5,2026-08-14T05:16:50.000Z,2026-08-14T05:16:50.000Z,2,2
HCP0534,5,1,1,3,5,0,0,33.8,59.0,2,2026-08-04T07:55:33.000Z,2026-08-04T07:55:33.000Z,12,12
HCP0549,7,5,1,1,6,1,0,38.57,60.0,3,2026-07-31T19:09:08.000Z,2026-07-31T15:11:43.000Z,16,16
HCP0558,8,3,4,1,8,0,0,22.5,60.0,4,2026-08-02T05:15:41.000Z,2026-08-02T05:15:41.000Z,14,14
HCP0574,13,5,5,3,11,1,1,26.54,59.0,4,2026-07-24T19:39:01.000Z,2026-07-13T07:40:52.000Z,34,23
HCP0611,9,5,3,1,7,0,2,30.78,56.0,4,2026-08-11T09:45:46.000Z,2026-06-11T12:50:40.000Z,66,5
HCP0618,8,2,4,2,6,1,1,29.38,58.0,3,2026-06-29T07:47:05.000Z,2026-06-29T07:47:05.000Z,48,48
HCP0626,11,6,3,2,10,1,0,32.82,58.0,2,2026-08-06T11:54:08.000Z,2026-08-06T11:54:08.000Z,10,10
HCP0631,7,4,2,1,5,2,0,36.43,60.0,2,2026-08-07T14:59:10.000Z,2026-07-22T09:19:08.000Z,25,9
HCP0639,9,6,3,0,8,1,0,31.44,56.0,3,2026-08-14T18:20:13.000Z,2026-08-14T18:20:13.000Z,2,2
HCP0653,5,2,2,1,5,0,0,25.2,46.0,4,2026-07-27T23:21:57.000Z,2026-07-27T23:21:57.000Z,20,20
HCP0654,5,4,1,0,4,1,0,41.0,56.0,2,2026-07-04T09:51:40.000Z,2026-07-04T09:51:40.000Z,43,43
HCP0660,9,5,4,0,6,3,0,25.22,47.0,2,2026-08-13T06:54:40.000Z,2026-08-13T06:54:40.000Z,3,3
HCP0665,9,7,2,0,8,1,0,40.78,60.0,4,2026-07-13T00:25:31.000Z,2026-07-13T00:25:31.000Z,34,34
HCP0667,3,1,2,0,3,0,0,21.67,42.0,3,2026-07-17T22:26:57.000Z,2026-07-17T22:26:57.000Z,30,30
HCP0676,6,3,1,2,6,0,0,35.5,50.0,4,2026-08-04T05:59:15.000Z,2026-08-04T05:59:15.000Z,12,12
