veeva_event_id,hcp_id,interaction_id,campaign_id,drug_id,interaction_type,interaction_timestamp,interaction_duration_minutes,interaction_status,interaction_purpose,discussion_topic,follow_up_required,follow_up_date,rep_id,territory,channel,source_system
VEEEVT00000617,HCP0093,INT0000617,CAMP0014,DRUG005,Phone Call,2026-05-24 15:02:17,9,Completed,New Product Introduction,Dosage,False,,REP009,South,Representative,Veeva_CRM
VEEEVT00000607,HCP0092,INT0000607,CAMP0009,DRUG003,Phone Call,2026-05-24 15:17:09,8,Completed,New Product Introduction,Efficacy,True,2026-05-31 15:17:09,REP015,North,Representative,Veeva_CRM
VEEEVT00010868,HCP1551,INT0010868,CAMP0011,DRUG004,Virtual Meeting,2026-05-24 15:23:27,19,Completed,Product Discussion,Dosage,False,,REP006,South,Representative,Veeva_CRM
VEEEVT00008767,HCP1248,INT0008767,CAMP0006,DRUG002,Phone Call,2026-05-24 16:10:35,6,Completed,Treatment Update,Treatment Guidelines,True,2026-05-29 16:10:35,REP023,West,Representative,Veeva_CRM
VEEEVT00012180,HCP1735,INT0012180,CAMP0024,DRUG008,Phone Call,2026-05-24 16:30:05,19,Completed,Clinical Evidence,Patient Population,True,2026-06-02 16:30:05,REP006,North,Representative,Veeva_CRM
VEEEVT00010257,HCP1465,INT0010257,CAMP0014,DRUG005,Virtual Meeting,2026-05-24 17:52:56,32,Completed,Treatment Update,Dosage,True,2026-05-30 17:52:56,REP021,North,Representative,Veeva_CRM
VEEEVT00011330,HCP1614,INT0011330,CAMP0012,DRUG004,Virtual Meeting,2026-05-24 18:19:49,44,Completed,Follow-up Discussion,Clinical Evidence,False,,REP008,North,Representative,Veeva_CRM
VEEEVT00013002,HCP1849,INT0013002,CAMP0001,DRUG001,In-Person Visit,2026-05-24 18:47:13,46,Completed,New Product Introduction,Dosage,True,2026-05-30 18:47:13,REP024,West,Representative,Veeva_CRM
VEEEVT00008139,HCP1162,INT0008139,CAMP0018,DRUG006,Phone Call,2026-05-24 19:18:40,12,Completed,Product Discussion,Efficacy,False,,REP013,West,Representative,Veeva_CRM
VEEEVT00010847,HCP1549,INT0010847,CAMP0006,DRUG002,In-Person Visit,2026-05-24 19:37:30,35,Completed,Follow-up Discussion,Efficacy,True,2026-06-06 19:37:30,REP006,West,Representative,Veeva_CRM
VEEEVT00000874,HCP0130,INT0000874,CAMP0015,DRUG005,In-Person Visit,2026-05-24 20:20:50,39,Completed,Product Discussion,Patient Population,False,,REP030,West,Representative,Veeva_CRM
VEEEVT00001850,HCP0269,INT0001850,CAMP0014,DRUG005,In-Person Visit,2026-05-24 21:19:11,28,Completed,New Product Introduction,Efficacy,True,2026-05-31 21:19:11,REP023,South,Representative,Veeva_CRM
VEEEVT00001943,HCP0284,INT0001943,CAMP0023,DRUG008,Phone Call,2026-05-24 22:19:46,13,Cancelled,Disease Education,Dosage,False,,REP007,East,Representative,Veeva_CRM
VEEEVT00010293,HCP1470,INT0010293,CAMP0024,DRUG008,In-Person Visit,2026-05-24 22:25:01,56,Completed,Clinical Evidence,Dosage,True,2026-06-06 22:25:01,REP017,East,Representative,Veeva_CRM
VEEEVT00006742,HCP0963,INT0006742,CAMP0009,DRUG003,In-Person Visit,2026-05-24 23:03:14,25,Completed,Product Discussion,Efficacy,True,2026-05-28 23:03:14,REP026,North,Representative,Veeva_CRM
VEEEVT00000476,HCP0071,INT0000476,CAMP0019,DRUG007,In-Person Visit,2026-05-24 23:03:36,44,Cancelled,Treatment Update,Safety,False,,REP019,West,Representative,Veeva_CRM
VEEEVT00010817,HCP1545,INT0010817,CAMP0008,DRUG003,In-Person Visit,2026-05-24 23:12:55,30,Completed,Follow-up Discussion,Product Information,True,2026-05-26 23:12:55,REP005,South,Representative,Veeva_CRM
VEEEVT00005597,HCP0800,INT0005597,CAMP0003,DRUG001,In-Person Visit,2026-05-24 23:17:10,32,Completed,Product Discussion,Efficacy,False,,REP030,South,Representative,Veeva_CRM
VEEEVT00003199,HCP0462,INT0003199,CAMP0010,DRUG004,Phone Call,2026-05-25 00:13:46,19,Completed,Product Discussion,Product Information,False,,REP018,South,Representative,Veeva_CRM
VEEEVT00011273,HCP1604,INT0011273,CAMP0008,DRUG003,Phone Call,2026-05-25 00:32:38,16,Completed,Disease Education,Patient Population,True,2026-05-29 00:32:38,REP028,South,Representative,Veeva_CRM
VEEEVT00012969,HCP1843,INT0012969,CAMP0001,DRUG001,In-Person Visit,2026-05-25 01:05:25,41,Completed,Clinical Evidence,Product Information,False,,REP026,North,Representative,Veeva_CRM
VEEEVT00008596,HCP1225,INT0008596,CAMP0018,DRUG006,Phone Call,2026-05-25 01:26:19,17,Completed,Disease Education,Product Information,False,,REP009,South,Representative,Veeva_CRM
VEEEVT00008680,HCP1236,INT0008680,CAMP0005,DRUG002,Phone Call,2026-05-25 02:36:40,18,Completed,Follow-up Discussion,Clinical Evidence,False,,REP029,North,Representative,Veeva_CRM
VEEEVT00013164,HCP1873,INT0013164,CAMP0011,DRUG004,Virtual Meeting,2026-05-25 02:44:46,36,Completed,Follow-up Discussion,Product Information,True,2026-06-08 02:44:46,REP021,West,Representative,Veeva_CRM
VEEEVT00013826,HCP1966,INT0013826,CAMP0005,DRUG002,Virtual Meeting,2026-05-25 02:47:02,27,Completed,Treatment Update,Treatment Guidelines,True,2026-05-28 02:47:02,REP005,South,Representative,Veeva_CRM
VEEEVT00004816,HCP0689,INT0004816,CAMP0016,DRUG006,Virtual Meeting,2026-05-25 02:49:45,32,Completed,Treatment Update,Clinical Evidence,False,,REP003,East,Representative,Veeva_CRM
VEEEVT00006546,HCP0935,INT0006546,CAMP0004,DRUG002,Phone Call,2026-05-25 03:05:05,9,Completed,Clinical Evidence,Dosage,True,2026-05-28 03:05:05,REP015,South,Representative,Veeva_CRM
VEEEVT00010581,HCP1515,INT0010581,CAMP0008,DRUG003,Virtual Meeting,2026-05-25 03:05:13,39,Completed,Disease Education,Clinical Evidence,False,,REP006,North,Representative,Veeva_CRM
VEEEVT00013802,HCP1963,INT0013802,CAMP0005,DRUG002,In-Person Visit,2026-05-25 03:09:04,40,Completed,New Product Introduction,Efficacy,False,,REP030,East,Representative,Veeva_CRM
VEEEVT00009665,HCP1380,INT0009665,CAMP0002,DRUG001,In-Person Visit,2026-05-25 03:15:48,45,Completed,Follow-up Discussion,Safety,False,,REP004,North,Representative,Veeva_CRM
VEEEVT00005609,HCP0801,INT0005609,CAMP0016,DRUG006,In-Person Visit,2026-05-25 03:47:57,32,Completed,Treatment Update,Patient Population,True,2026-06-02 03:47:57,REP006,North,Representative,Veeva_CRM
VEEEVT00002391,HCP0345,INT0002391,CAMP0009,DRUG003,In-Person Visit,2026-05-25 03:59:12,45,Completed,Product Discussion,Clinical Evidence,True,2026-06-03 03:59:12,REP005,West,Representative,Veeva_CRM
VEEEVT00001540,HCP0224,INT0001540,CAMP0023,DRUG008,Phone Call,2026-05-25 04:49:12,11,Completed,Product Discussion,Treatment Guidelines,True,2026-05-28 04:49:12,REP024,South,Representative,Veeva_CRM
VEEEVT00013883,HCP1972,INT0013883,CAMP0001,DRUG001,In-Person Visit,2026-05-25 04:49:33,29,No Show,Treatment Update,Efficacy,False,,REP018,North,Representative,Veeva_CRM
VEEEVT00012178,HCP1735,INT0012178,CAMP0023,DRUG008,In-Person Visit,2026-05-25 04:51:05,42,Completed,Clinical Evidence,Patient Population,False,,REP001,North,Representative,Veeva_CRM
VEEEVT00007525,HCP1075,INT0007525,CAMP0015,DRUG005,In-Person Visit,2026-05-25 05:24:23,58,Completed,Treatment Update,Dosage,True,2026-05-30 05:24:23,REP003,South,Representative,Veeva_CRM
VEEEVT00002977,HCP0428,INT0002977,CAMP0001,DRUG001,In-Person Visit,2026-05-25 05:53:54,50,Completed,Product Discussion,Patient Population,False,,REP007,North,Representative,Veeva_CRM
VEEEVT00012012,HCP1709,INT0012012,CAMP0013,DRUG005,Phone Call,2026-05-25 05:57:09,12,Completed,Treatment Update,Dosage,False,,REP030,South,Representative,Veeva_CRM
VEEEVT00011812,HCP1680,INT0011812,CAMP0015,DRUG005,Phone Call,2026-05-25 05:59:28,15,Completed,Treatment Update,Dosage,False,,REP004,South,Representative,Veeva_CRM
VEEEVT00012127,HCP1726,INT0012127,CAMP0016,DRUG006,In-Person Visit,2026-05-25 06:12:49,36,Completed,New Product Introduction,Clinical Evidence,True,2026-06-06 06:12:49,REP006,South,Representative,Veeva_CRM
VEEEVT00001429,HCP0207,INT0001429,CAMP0023,DRUG008,In-Person Visit,2026-05-25 06:24:28,41,Completed,Disease Education,Safety,True,2026-05-31 06:24:28,REP013,South,Representative,Veeva_CRM
VEEEVT00008245,HCP1177,INT0008245,CAMP0020,DRUG007,Phone Call,2026-05-25 06:29:54,16,Completed,Follow-up Discussion,Dosage,True,2026-06-06 06:29:54,REP013,South,Representative,Veeva_CRM
VEEEVT00012827,HCP1826,INT0012827,CAMP0017,DRUG006,In-Person Visit,2026-05-25 07:00:32,25,Completed,New Product Introduction,Product Information,False,,REP002,South,Representative,Veeva_CRM
VEEEVT00007204,HCP1030,INT0007204,CAMP0018,DRUG006,In-Person Visit,2026-05-25 07:06:10,27,Completed,Treatment Update,Treatment Guidelines,True,2026-05-30 07:06:10,REP024,South,Representative,Veeva_CRM
VEEEVT00009927,HCP1416,INT0009927,CAMP0013,DRUG005,In-Person Visit,2026-05-25 07:41:31,59,Completed,New Product Introduction,Efficacy,True,2026-05-29 07:41:31,REP016,East,Representative,Veeva_CRM
VEEEVT00012079,HCP1718,INT0012079,CAMP0018,DRUG006,In-Person Visit,2026-05-25 07:43:35,29,Completed,Clinical Evidence,Dosage,True,2026-06-06 07:43:35,REP006,West,Representative,Veeva_CRM
VEEEVT00002487,HCP0357,INT0002487,CAMP0002,DRUG001,In-Person Visit,2026-05-25 08:17:01,36,Completed,Clinical Evidence,Patient Population,False,,REP009,North,Representative,Veeva_CRM
VEEEVT00006774,HCP0966,INT0006774,CAMP0006,DRUG002,Virtual Meeting,2026-05-25 08:18:11,40,Cancelled,Treatment Update,Safety,False,,REP008,East,Representative,Veeva_CRM
VEEEVT00012263,HCP1746,INT0012263,CAMP0009,DRUG003,Phone Call,2026-05-25 08:45:56,9,Completed,Clinical Evidence,Patient Population,False,,REP025,North,Representative,Veeva_CRM
VEEEVT00008967,HCP1277,INT0008967,CAMP0005,DRUG002,Phone Call,2026-05-25 09:14:29,14,Completed,Follow-up Discussion,Product Information,False,,REP029,North,Representative,Veeva_CRM
VEEEVT00002509,HCP0361,INT0002509,CAMP0015,DRUG005,In-Person Visit,2026-05-25 10:07:57,38,Completed,New Product Introduction,Dosage,True,2026-06-03 10:07:57,REP013,West,Representative,Veeva_CRM
VEEEVT00004205,HCP0602,INT0004205,CAMP0019,DRUG007,In-Person Visit,2026-05-25 10:15:24,52,Completed,New Product Introduction,Efficacy,True,2026-05-30 10:15:24,REP001,East,Representative,Veeva_CRM
VEEEVT00010361,HCP1479,INT0010361,CAMP0013,DRUG005,Phone Call,2026-05-25 10:41:13,5,Completed,Clinical Evidence,Treatment Guidelines,False,,REP013,South,Representative,Veeva_CRM
VEEEVT00006111,HCP0871,INT0006111,CAMP0010,DRUG004,In-Person Visit,2026-05-25 10:50:05,57,No Show,Disease Education,Efficacy,False,,REP020,East,Representative,Veeva_CRM
VEEEVT00013961,HCP1983,INT0013961,CAMP0006,DRUG002,Virtual Meeting,2026-05-25 10:59:15,23,Completed,Clinical Evidence,Treatment Guidelines,True,2026-06-02 10:59:15,REP030,North,Representative,Veeva_CRM
VEEEVT00004432,HCP0633,INT0004432,CAMP0014,DRUG005,Phone Call,2026-05-25 12:22:14,13,Completed,Treatment Update,Clinical Evidence,False,,REP016,South,Representative,Veeva_CRM
VEEEVT00004464,HCP0638,INT0004464,CAMP0017,DRUG006,In-Person Visit,2026-05-25 13:23:34,41,Cancelled,Disease Education,Treatment Guidelines,False,,REP003,West,Representative,Veeva_CRM
VEEEVT00010716,HCP1533,INT0010716,CAMP0019,DRUG007,Phone Call,2026-05-25 13:54:54,11,Completed,Disease Education,Clinical Evidence,True,2026-06-01 13:54:54,REP019,West,Representative,Veeva_CRM
VEEEVT00003656,HCP0527,INT0003656,CAMP0017,DRUG006,In-Person Visit,2026-05-25 14:47:24,59,Completed,Follow-up Discussion,Patient Population,False,,REP024,West,Representative,Veeva_CRM
VEEEVT00009000,HCP1281,INT0009000,CAMP0001,DRUG001,In-Person Visit,2026-05-25 15:54:20,55,Completed,Treatment Update,Product Information,True,2026-05-31 15:54:20,REP029,South,Representative,Veeva_CRM
VEEEVT00005130,HCP0734,INT0005130,CAMP0011,DRUG004,In-Person Visit,2026-05-25 15:54:34,26,Completed,New Product Introduction,Product Information,False,,REP029,North,Representative,Veeva_CRM
VEEEVT00005997,HCP0857,INT0005997,CAMP0020,DRUG007,In-Person Visit,2026-05-25 16:14:00,47,Completed,Disease Education,Clinical Evidence,True,2026-06-07 16:14:00,REP027,East,Representative,Veeva_CRM
VEEEVT00010194,HCP1454,INT0010194,CAMP0021,DRUG007,In-Person Visit,2026-05-25 16:20:18,54,Completed,Product Discussion,Treatment Guidelines,False,,REP023,North,Representative,Veeva_CRM
VEEEVT00005477,HCP0785,INT0005477,CAMP0014,DRUG005,Phone Call,2026-05-25 17:17:46,13,Completed,New Product Introduction,Clinical Evidence,True,2026-06-02 17:17:46,REP022,East,Representative,Veeva_CRM
VEEEVT00011290,HCP1607,INT0011290,CAMP0024,DRUG008,In-Person Visit,2026-05-25 17:24:40,45,Completed,Treatment Update,Product Information,False,,REP002,East,Representative,Veeva_CRM
VEEEVT00012318,HCP1754,INT0012318,CAMP0010,DRUG004,Virtual Meeting,2026-05-25 17:43:24,31,Completed,Treatment Update,Patient Population,False,,REP022,West,Representative,Veeva_CRM
VEEEVT00007762,HCP1106,INT0007762,CAMP0020,DRUG007,Virtual Meeting,2026-05-25 17:47:38,43,Completed,Treatment Update,Safety,False,,REP017,East,Representative,Veeva_CRM
VEEEVT00001752,HCP0252,INT0001752,CAMP0012,DRUG004,In-Person Visit,2026-05-25 18:15:50,47,Cancelled,Treatment Update,Dosage,False,,REP011,South,Representative,Veeva_CRM
VEEEVT00003967,HCP0572,INT0003967,CAMP0018,DRUG006,In-Person Visit,2026-05-25 18:45:08,57,Cancelled,New Product Introduction,Safety,False,,REP016,East,Representative,Veeva_CRM
VEEEVT00001486,HCP0214,INT0001486,CAMP0011,DRUG004,In-Person Visit,2026-05-25 18:59:32,32,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP027,East,Representative,Veeva_CRM
VEEEVT00005995,HCP0857,INT0005995,CAMP0024,DRUG008,In-Person Visit,2026-05-25 18:59:42,37,Completed,Follow-up Discussion,Efficacy,False,,REP002,East,Representative,Veeva_CRM
VEEEVT00006646,HCP0949,INT0006646,CAMP0003,DRUG001,Virtual Meeting,2026-05-25 19:07:50,16,No Show,Follow-up Discussion,Efficacy,False,,REP001,North,Representative,Veeva_CRM
VEEEVT00011973,HCP1701,INT0011973,CAMP0015,DRUG005,Phone Call,2026-05-25 19:12:16,19,Completed,Treatment Update,Safety,False,,REP018,West,Representative,Veeva_CRM
VEEEVT00003335,HCP0482,INT0003335,CAMP0010,DRUG004,Phone Call,2026-05-25 19:26:48,15,Completed,Clinical Evidence,Efficacy,False,,REP001,West,Representative,Veeva_CRM
VEEEVT00012977,HCP1844,INT0012977,CAMP0020,DRUG007,In-Person Visit,2026-05-25 20:00:50,44,Completed,Follow-up Discussion,Patient Population,False,,REP023,East,Representative,Veeva_CRM
VEEEVT00011793,HCP1677,INT0011793,CAMP0009,DRUG003,Phone Call,2026-05-25 20:13:06,9,Cancelled,Follow-up Discussion,Clinical Evidence,False,,REP009,North,Representative,Veeva_CRM
VEEEVT00008760,HCP1247,INT0008760,CAMP0020,DRUG007,In-Person Visit,2026-05-25 20:43:30,39,Completed,Follow-up Discussion,Treatment Guidelines,True,2026-05-30 20:43:30,REP026,North,Representative,Veeva_CRM
VEEEVT00003704,HCP0535,INT0003704,CAMP0015,DRUG005,Virtual Meeting,2026-05-25 20:56:03,35,Completed,Product Discussion,Safety,True,2026-06-03 20:56:03,REP013,North,Representative,Veeva_CRM
VEEEVT00004424,HCP0632,INT0004424,CAMP0005,DRUG002,Phone Call,2026-05-25 21:11:38,9,Completed,Disease Education,Safety,False,,REP012,South,Representative,Veeva_CRM
VEEEVT00002098,HCP0305,INT0002098,CAMP0017,DRUG006,In-Person Visit,2026-05-25 21:47:54,45,Completed,Clinical Evidence,Safety,True,2026-05-29 21:47:54,REP026,South,Representative,Veeva_CRM
VEEEVT00004217,HCP0604,INT0004217,CAMP0019,DRUG007,Phone Call,2026-05-25 22:05:31,13,No Show,Follow-up Discussion,Product Information,False,,REP011,North,Representative,Veeva_CRM
VEEEVT00008681,HCP1236,INT0008681,CAMP0002,DRUG001,In-Person Visit,2026-05-25 22:17:14,30,Completed,Disease Education,Dosage,False,,REP010,North,Representative,Veeva_CRM
VEEEVT00009603,HCP1371,INT0009603,CAMP0018,DRUG006,Virtual Meeting,2026-05-25 22:27:27,24,No Show,Follow-up Discussion,Safety,False,,REP002,South,Representative,Veeva_CRM
VEEEVT00004213,HCP0603,INT0004213,CAMP0002,DRUG001,Phone Call,2026-05-25 22:41:22,10,Completed,Product Discussion,Dosage,False,,REP004,West,Representative,Veeva_CRM
VEEEVT00002887,HCP0414,INT0002887,CAMP0001,DRUG001,In-Person Visit,2026-05-25 22:41:47,28,Completed,Disease Education,Dosage,False,,REP021,East,Representative,Veeva_CRM
VEEEVT00007170,HCP1023,INT0007170,CAMP0014,DRUG005,In-Person Visit,2026-05-25 22:46:29,60,Completed,Product Discussion,Efficacy,True,2026-05-29 22:46:29,REP015,North,Representative,Veeva_CRM
VEEEVT00008959,HCP1275,INT0008959,CAMP0014,DRUG005,In-Person Visit,2026-05-25 22:49:01,38,Completed,Follow-up Discussion,Safety,False,,REP018,East,Representative,Veeva_CRM
VEEEVT00011398,HCP1624,INT0011398,CAMP0007,DRUG003,Phone Call,2026-05-25 23:06:30,12,Completed,Treatment Update,Treatment Guidelines,False,,REP012,West,Representative,Veeva_CRM
VEEEVT00013371,HCP1900,INT0013371,CAMP0011,DRUG004,In-Person Visit,2026-05-26 00:24:29,50,Completed,Follow-up Discussion,Safety,True,2026-06-05 00:24:29,REP016,South,Representative,Veeva_CRM
VEEEVT00005715,HCP0815,INT0005715,CAMP0007,DRUG003,Phone Call,2026-05-26 01:36:01,14,Completed,Product Discussion,Dosage,False,,REP004,East,Representative,Veeva_CRM
VEEEVT00006006,HCP0858,INT0006006,CAMP0024,DRUG008,In-Person Visit,2026-05-26 01:42:48,41,Completed,New Product Introduction,Safety,False,,REP010,East,Representative,Veeva_CRM
VEEEVT00003467,HCP0501,INT0003467,CAMP0012,DRUG004,Phone Call,2026-05-26 02:04:09,19,Completed,Disease Education,Dosage,False,,REP011,East,Representative,Veeva_CRM
VEEEVT00013452,HCP1913,INT0013452,CAMP0015,DRUG005,In-Person Visit,2026-05-26 03:10:07,41,Completed,Product Discussion,Dosage,False,,REP010,North,Representative,Veeva_CRM
VEEEVT00009949,HCP1420,INT0009949,CAMP0008,DRUG003,Phone Call,2026-05-26 03:14:54,12,Completed,Follow-up Discussion,Product Information,True,2026-05-31 03:14:54,REP010,East,Representative,Veeva_CRM
VEEEVT00008799,HCP1253,INT0008799,CAMP0021,DRUG007,Phone Call,2026-05-26 03:16:43,10,Cancelled,Treatment Update,Clinical Evidence,False,,REP019,West,Representative,Veeva_CRM
VEEEVT00005812,HCP0831,INT0005812,CAMP0003,DRUG001,Phone Call,2026-05-26 03:17:22,5,Completed,Follow-up Discussion,Efficacy,True,2026-06-09 03:17:22,REP010,North,Representative,Veeva_CRM
VEEEVT00010779,HCP1541,INT0010779,CAMP0013,DRUG005,In-Person Visit,2026-05-26 03:18:28,41,Completed,Treatment Update,Efficacy,False,,REP029,West,Representative,Veeva_CRM
VEEEVT00006567,HCP0937,INT0006567,CAMP0014,DRUG005,Phone Call,2026-05-26 03:25:50,11,Cancelled,Product Discussion,Safety,False,,REP007,North,Representative,Veeva_CRM
VEEEVT00006128,HCP0873,INT0006128,CAMP0001,DRUG001,In-Person Visit,2026-05-26 05:22:24,36,Completed,Follow-up Discussion,Clinical Evidence,False,,REP003,East,Representative,Veeva_CRM
VEEEVT00007973,HCP1136,INT0007973,CAMP0011,DRUG004,Virtual Meeting,2026-05-26 06:00:56,24,Cancelled,Follow-up Discussion,Product Information,False,,REP019,West,Representative,Veeva_CRM
VEEEVT00006620,HCP0944,INT0006620,CAMP0024,DRUG008,Virtual Meeting,2026-05-26 06:19:47,27,Completed,Treatment Update,Product Information,False,,REP019,West,Representative,Veeva_CRM
VEEEVT00013221,HCP1881,INT0013221,CAMP0010,DRUG004,Phone Call,2026-05-26 06:20:17,6,Completed,Treatment Update,Patient Population,False,,REP017,North,Representative,Veeva_CRM
VEEEVT00004236,HCP0607,INT0004236,CAMP0009,DRUG003,In-Person Visit,2026-05-26 06:37:46,34,Completed,Treatment Update,Treatment Guidelines,True,2026-06-07 06:37:46,REP021,East,Representative,Veeva_CRM
VEEEVT00012603,HCP1795,INT0012603,CAMP0019,DRUG007,In-Person Visit,2026-05-26 06:46:29,41,Completed,Treatment Update,Clinical Evidence,False,,REP021,South,Representative,Veeva_CRM
VEEEVT00011601,HCP1649,INT0011601,CAMP0008,DRUG003,In-Person Visit,2026-05-26 07:09:37,28,Completed,Product Discussion,Product Information,True,2026-05-29 07:09:37,REP002,East,Representative,Veeva_CRM
VEEEVT00009182,HCP1310,INT0009182,CAMP0015,DRUG005,In-Person Visit,2026-05-26 07:24:37,38,Completed,Follow-up Discussion,Efficacy,True,2026-06-07 07:24:37,REP030,West,Representative,Veeva_CRM
VEEEVT00000379,HCP0056,INT0000379,CAMP0004,DRUG002,Phone Call,2026-05-26 07:38:53,10,Completed,Follow-up Discussion,Safety,True,2026-05-31 07:38:53,REP020,North,Representative,Veeva_CRM
VEEEVT00012878,HCP1832,INT0012878,CAMP0003,DRUG001,Virtual Meeting,2026-05-26 07:45:13,40,Completed,Clinical Evidence,Clinical Evidence,True,2026-06-03 07:45:13,REP001,West,Representative,Veeva_CRM
VEEEVT00009801,HCP1396,INT0009801,CAMP0008,DRUG003,Virtual Meeting,2026-05-26 07:50:28,34,Completed,Clinical Evidence,Dosage,False,,REP025,West,Representative,Veeva_CRM
VEEEVT00003461,HCP0500,INT0003461,CAMP0008,DRUG003,In-Person Visit,2026-05-26 08:45:55,53,Completed,Follow-up Discussion,Patient Population,True,2026-06-06 08:45:55,REP019,West,Representative,Veeva_CRM
VEEEVT00008174,HCP1166,INT0008174,CAMP0010,DRUG004,Virtual Meeting,2026-05-26 08:46:25,23,Completed,Follow-up Discussion,Efficacy,True,2026-06-04 08:46:25,REP012,South,Representative,Veeva_CRM
VEEEVT00009349,HCP1337,INT0009349,CAMP0024,DRUG008,Virtual Meeting,2026-05-26 09:05:36,31,Completed,Disease Education,Dosage,True,2026-05-30 09:05:36,REP011,West,Representative,Veeva_CRM
VEEEVT00012163,HCP1732,INT0012163,CAMP0020,DRUG007,In-Person Visit,2026-05-26 09:54:13,32,Completed,Follow-up Discussion,Patient Population,True,2026-05-29 09:54:13,REP014,West,Representative,Veeva_CRM
VEEEVT00004210,HCP0603,INT0004210,CAMP0003,DRUG001,In-Person Visit,2026-05-26 10:53:32,56,Completed,New Product Introduction,Safety,True,2026-06-09 10:53:32,REP003,West,Representative,Veeva_CRM
VEEEVT00002052,HCP0300,INT0002052,CAMP0005,DRUG002,Virtual Meeting,2026-05-26 11:16:46,45,Completed,Clinical Evidence,Patient Population,False,,REP017,West,Representative,Veeva_CRM
VEEEVT00002664,HCP0381,INT0002664,CAMP0021,DRUG007,In-Person Visit,2026-05-26 11:35:33,29,No Show,New Product Introduction,Treatment Guidelines,False,,REP005,North,Representative,Veeva_CRM
VEEEVT00011033,HCP1572,INT0011033,CAMP0022,DRUG008,In-Person Visit,2026-05-26 11:51:29,47,Completed,Clinical Evidence,Product Information,False,,REP009,West,Representative,Veeva_CRM
VEEEVT00010753,HCP1537,INT0010753,CAMP0001,DRUG001,In-Person Visit,2026-05-26 12:00:34,60,Completed,Clinical Evidence,Efficacy,True,2026-06-06 12:00:34,REP019,South,Representative,Veeva_CRM
VEEEVT00009206,HCP1313,INT0009206,CAMP0008,DRUG003,In-Person Visit,2026-05-26 12:42:13,46,Completed,New Product Introduction,Treatment Guidelines,False,,REP026,East,Representative,Veeva_CRM
VEEEVT00007661,HCP1092,INT0007661,CAMP0018,DRUG006,Phone Call,2026-05-26 13:03:28,12,Completed,Disease Education,Efficacy,False,,REP028,West,Representative,Veeva_CRM
VEEEVT00009530,HCP1360,INT0009530,CAMP0011,DRUG004,Phone Call,2026-05-26 13:42:02,10,Cancelled,Disease Education,Treatment Guidelines,False,,REP003,South,Representative,Veeva_CRM
VEEEVT00006358,HCP0906,INT0006358,CAMP0010,DRUG004,Phone Call,2026-05-26 14:15:05,19,Completed,New Product Introduction,Treatment Guidelines,False,,REP014,East,Representative,Veeva_CRM
VEEEVT00010047,HCP1434,INT0010047,CAMP0022,DRUG008,Virtual Meeting,2026-05-26 14:17:40,32,Completed,Follow-up Discussion,Safety,True,2026-06-06 14:17:40,REP003,South,Representative,Veeva_CRM
VEEEVT00001900,HCP0278,INT0001900,CAMP0009,DRUG003,In-Person Visit,2026-05-26 14:20:33,34,Completed,Product Discussion,Patient Population,True,2026-06-08 14:20:33,REP003,South,Representative,Veeva_CRM
VEEEVT00003737,HCP0540,INT0003737,CAMP0022,DRUG008,Phone Call,2026-05-26 14:28:03,9,Completed,Follow-up Discussion,Dosage,True,2026-06-03 14:28:03,REP022,South,Representative,Veeva_CRM
VEEEVT00001046,HCP0152,INT0001046,CAMP0013,DRUG005,Phone Call,2026-05-26 14:41:25,14,Completed,Disease Education,Treatment Guidelines,True,2026-06-06 14:41:25,REP012,South,Representative,Veeva_CRM
VEEEVT00004688,HCP0669,INT0004688,CAMP0016,DRUG006,In-Person Visit,2026-05-26 14:44:58,30,Completed,Follow-up Discussion,Clinical Evidence,True,2026-06-07 14:44:58,REP024,South,Representative,Veeva_CRM
VEEEVT00001783,HCP0257,INT0001783,CAMP0018,DRUG006,In-Person Visit,2026-05-26 16:11:06,41,Completed,Clinical Evidence,Clinical Evidence,True,2026-06-05 16:11:06,REP018,North,Representative,Veeva_CRM
VEEEVT00013606,HCP1933,INT0013606,CAMP0010,DRUG004,Virtual Meeting,2026-05-26 16:57:23,26,Completed,Follow-up Discussion,Safety,True,2026-06-02 16:57:23,REP029,West,Representative,Veeva_CRM
VEEEVT00010816,HCP1545,INT0010816,CAMP0007,DRUG003,Phone Call,2026-05-26 17:18:24,16,Cancelled,Follow-up Discussion,Safety,False,,REP018,South,Representative,Veeva_CRM
VEEEVT00008929,HCP1271,INT0008929,CAMP0023,DRUG008,In-Person Visit,2026-05-26 17:50:05,26,No Show,Clinical Evidence,Safety,False,,REP017,North,Representative,Veeva_CRM
VEEEVT00002164,HCP0315,INT0002164,CAMP0015,DRUG005,Phone Call,2026-05-26 18:21:39,18,Cancelled,Disease Education,Treatment Guidelines,False,,REP026,North,Representative,Veeva_CRM
VEEEVT00006871,HCP0979,INT0006871,CAMP0015,DRUG005,Phone Call,2026-05-26 19:07:03,8,Completed,Follow-up Discussion,Dosage,False,,REP017,North,Representative,Veeva_CRM
VEEEVT00005615,HCP0802,INT0005615,CAMP0009,DRUG003,Phone Call,2026-05-26 19:13:44,12,Cancelled,Follow-up Discussion,Product Information,False,,REP001,North,Representative,Veeva_CRM
